Registration Number,Block No,Floor Number,Flat/ Apartment/ Shop/Plot type,Number of Apartment/Flats/Shop,Unit Carpet Area (in sqm),Number of Balcony,Total Area of Balcony (in sqm),Number of Verandah,Total Area of Verandah (in sqm),No. of garrage,Total Area of garage (in sqm),Open Parking Space (in Nos.)
UPRERAPRJ335841,Block E,BSMNT3,SHOP,1,369.01,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,BSMNT3,SHOP,1,73.86,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,BSMNT3,SHOP,1,57.13,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,BSMNT3,SHOP,2,58.53,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,BSMNT3,SHOP,1,148.64,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,BSMNT3,SHOP,3,91.51,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,BSMNT3,SHOP,3,74.32,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,BSMNT3,SHOP,1,67.86,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,GF,SHOP,1,98.94,0,0,0,0,undefined,0,0
UPRERAPRJ335841,Block E,GF,SHOP,1,77.57,0,0,0,0,undefined,0,0
UPRERAPRJ335841,Block E,GF,SHOP,1,65.50,0,0,0,0,undefined,0,0
UPRERAPRJ335841,Block E,GF,SHOP,1,54.81,0,0,0,0,undefined,0,0
UPRERAPRJ335841,Block E,GF,SHOP,1,31.12,0,0,0,0,undefined,0,0
UPRERAPRJ335841,Block E,GF,SHOP,2,29.73,0,0,0,0,undefined,0,0
UPRERAPRJ335841,Block E,GF,SHOP,1,40.41,0,0,0,0,undefined,0,0
UPRERAPRJ335841,Block E,GF,SHOP,2,74.97,0,0,0,0,undefined,0,0
UPRERAPRJ335841,Block E,GF,SHOP,1,132.39,0,0,0,0,undefined,0,0
UPRERAPRJ335841,Block E,GF,SHOP,4,74.32,0,0,0,0,undefined,0,0
UPRERAPRJ335841,Block E,GF,SHOP,1,71.53,0,0,0,0,undefined,0,0
UPRERAPRJ335841,Block E,GF,SHOP,1,90.58,0,0,0,0,undefined,0,0
UPRERAPRJ335841,Block E,GF,SHOP,1,36.84,0,0,0,0,undefined,0,0
UPRERAPRJ335841,Block E,GF,SHOP,1,28.51,0,0,0,0,undefined,0,0
UPRERAPRJ335841,Block E,GF,SHOP,1,72.74,0,0,0,0,undefined,0,0
UPRERAPRJ335841,Block E,1,SHOP,1,98.48,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,1,SHOP,1,101.73,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,1,SHOP,1,89.19,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,1,SHOP,1,79.90,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,1,SHOP,1,42.27,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,1,SHOP,7,72.32,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,1,SHOP,1,71.53,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,1,SHOP,1,90.58,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,1,SHOP,1,36.84,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,1,SHOP,1,28.51,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,1,SHOP,1,72.74,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,2,SHOP,1,98.48,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,2,SHOP,1,101.73,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,2,SHOP,1,89.19,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,2,SHOP,1,79.90,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,2,SHOP,1,42.27,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,2,SHOP,7,74.32,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,2,SHOP,1,71.53,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,2,SHOP,1,90.58,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,2,SHOP,1,36.84,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,2,SHOP,1,28.51,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,2,SHOP,1,72.74,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,3,SHOP,1,98.48,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,3,SHOP,1,101.73,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,3,SHOP,1,89.19,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,3,SHOP,1,79.90,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,3,SHOP,1,42.27,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,3,SHOP,7,74.32,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,3,SHOP,1,71.53,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,3,SHOP,1,90.58,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,3,SHOP,1,36.84,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,3,SHOP,1,28.51,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,3,SHOP,1,72.74,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,4,SHOP,1,414.81,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,4,SHOP,1,411.09,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,4,SHOP,1,354.89,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,5,OTHER,1,125.42,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,5,OTHER,1,133.78,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,5,OTHER,2,98.94,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,5,OTHER,1,88.26,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,5,OTHER,1,85.26,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,6,OTHER,1,125.42,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,6,OTHER,1,133.78,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,6,OTHER,2,98.94,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,6,OTHER,1,88.26,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,6,OTHER,1,85.01,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,7,OTHER,1,125.42,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,7,OTHER,1,133.78,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,7,OTHER,2,98.94,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,7,OTHER,1,88.26,0,0,0,0,undefined,0,-
UPRERAPRJ335841,Block E,7,OTHER,1,85.01,0,0,0,0,undefined,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",BSMNT,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",BSMNT2,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",GF,3 BHK,8,171.87,0,0,5,28.80,0,0,0
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",GF,3 BHK,8,171.87,0,0,5,27.03,0,0,0
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",1,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",1,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",2,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",2,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",3,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",3,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",4,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",4,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",5,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",5,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",6,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",6,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",7,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",7,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",8,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",8,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",9,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",9,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",10,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",10,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",11,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",11,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",12,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",12,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",13,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",14,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",14,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",15,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",15,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",16,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",16,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",17,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",17,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",18,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",18,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",19,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",19,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",20,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",20,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",21,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",21,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",22,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",22,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",23,3 BHK,8,124.95,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",23,3 BHK,16,95.41,4,14.21,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",24,3 BHK,8,95.41,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",24,3 BHK,8,101.91,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",25,3 BHK,8,95.41,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",25,3 BHK,8,101.91,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",26,3 BHK,8,95.41,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-11,12,14,15,16,17,18 & 19",26,3 BHK,8,101.91,4,15.79,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",BSMNT,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",BSMNT2,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",GF,4 BHK,6,201.23,0,0,5,35.67,0,0,0
UPRERAPRJ3250,"TOWER-6,7 & 8",1,4 BHK,6,201.23,5,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",2,4 BHK,6,201.23,5,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",3,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",4,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",5,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",6,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",7,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",8,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",9,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",10,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",11,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",12,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",13,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",14,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",15,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",16,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",17,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",18,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",19,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",20,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",21,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",22,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",23,4 BHK,6,201.23,6,35.67,0,0,0,0,-
UPRERAPRJ3250,"TOWER-6,7 & 8",24,PENTHOUSE,6,270.35,5,58.71,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",BSMNT,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",BSMNT2,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",GF,3 BHK,4,138.61,0,0,5,23.23,0,0,0
UPRERAPRJ3250,"TOWER-9, 10",1,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",2,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",3,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",4,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",5,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",6,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",7,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",8,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",9,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",10,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",11,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",12,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",13,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",14,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",15,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",16,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",17,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",18,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",19,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",20,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",21,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",22,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",23,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",24,3 BHK,4,138.61,5,23.23,0,0,0,0,-
UPRERAPRJ3250,"TOWER-9, 10",25,PENTHOUSE,4,238.76,5,43.85,0,0,0,0,-
UPRERAPRJ14252,Commercial,GF,SHOP,7,18,0,0,0,0,0,0,0
UPRERAPRJ14252,Commercial,1,SHOP,7,18,0,0,0,0,0,0,-
UPRERAPRJ14252,Commercial,BSMNT,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],GF,3 BHK,2,113.60,5,23.54,0,0,0,0,0
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],1,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],2,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],3,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],4,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],5,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],6,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],7,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],8,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],9,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],10,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],11,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],12,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],13,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],14,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],15,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],16,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],17,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],18,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],19,3 BHK,2,113.60,5,23.54,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],BSMNT,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+2 Store/Utility (Type-4)],20,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],GF,3 BHK,1,104.90,5,22.00,0,0,0,0,0
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],1,3 BHK,1,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],2,3 BHK,2,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],3,3 BHK,2,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],4,3 BHK,2,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],5,3 BHK,2,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],6,3 BHK,2,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],7,3 BHK,2,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],8,3 BHK,2,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],9,3 BHK,2,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],10,3 BHK,2,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],11,3 BHK,2,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],12,3 BHK,2,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],13,3 BHK,2,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],14,3 BHK,2,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],15,3 BHK,2,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],16,3 BHK,2,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],17,3 BHK,2,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],18,3 BHK,2,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],19,3 BHK,2,104.90,5,22.00,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],BSMNT,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],20,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [(3BHK+S.WC(Type-3)],BSMNT,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [Simplex Penthouse -4BHK+4TOI+LOUNGE+P.RM,20,PENTHOUSE,1,256.02,7,64.40,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [Simplex Penthouse -4BHK+4TOI+LOUNGE+P.RM,20,PENTHOUSE,1,256.03,7,68.90,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [Simplex Penthouse -4BHK+4TOI+LOUNGE+P.RM,GF,OTHER,0,0,0,0,0,0,0,0,0
UPRERAPRJ14252,Tower B1 [Simplex Penthouse -4BHK+4TOI+LOUNGE+P.RM,BSMNT,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [Simplex Penthouse -4BHK+4TOI+LOUNGE+P.RM,1,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [Simplex Penthouse -4BHK+4TOI+LOUNGE+P.RM,2,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [Simplex Penthouse -4BHK+4TOI+LOUNGE+P.RM,3,OTHER,0,0,0,0,0,0,0,0,-
UPRERAPRJ14252,Tower B1 [Simplex Penthouse -4BHK+4TOI+LOUNGE+P.RM,4,OTHER,0,0,0,0,0,0,0,0,-
