XID,Configuration,List Item,Price
r417614,2 BHK Apartment,1210 SQ.FT,₹ 1.03 Cr
r417614,2 BHK Apartment,1310 SQ.FT,₹ 1.11 Cr
r417614,2 BHK Apartment,1362 SQ.FT,Price on Request
r417614,2 BHK Apartment,1438 SQ.FT,Price on Request
r417614,3 BHK Apartment,1530 SQ.FT,₹ 1.3 Cr
r417614,3 BHK Apartment,1685 SQ.FT,₹ 1.43 Cr
r417614,3 BHK Apartment,1705 SQ.FT,Price on Request
r417614,3 BHK Apartment,1720 SQ.FT,₹ 1.46 Cr
r417614,3 BHK Apartment,1740 SQ.FT,₹ 1.48 Cr
r417614,3 BHK Apartment,1777 SQ.FT,Price on Request
r405295,"1 BHK Apartment
24.6 L",572 SQ.FT,₹ 24.6 L
r405295,2 BHK Apartment,850 SQ.FT,₹ 36.55 L
r405295,2 BHK Apartment,865 SQ.FT,₹ 37.2 L
r405295,2 BHK Apartment,873 SQ.FT,₹ 37.54 L
r405295,2 BHK Apartment,876 SQ.FT,₹ 37.67 L
r405295,2 BHK Apartment,878 SQ.FT,₹ 37.75 L
r405295,2 BHK Apartment,883 SQ.FT,₹ 37.97 L
r405295,2 BHK Apartment,895 SQ.FT,₹ 38.49 L
r405295,2 BHK Apartment,909 SQ.FT,Price on Request
r405295,2 BHK Apartment,938 SQ.FT,Price on Request
r405295,2 BHK Apartment,955 SQ.FT,₹ 41.07 L
r405295,2 BHK Apartment,956 SQ.FT,Price on Request
r405295,2 BHK Apartment,957 SQ.FT,Price on Request
r405295,2 BHK Apartment,965 SQ.FT,₹ 41.5 L
r405295,2 BHK Apartment,974 SQ.FT,₹ 41.88 L
r405295,2 BHK Apartment,978 SQ.FT,₹ 42.05 L
r405295,2 BHK Apartment,983 SQ.FT,₹ 42.27 L
r405295,2 BHK Apartment,988 SQ.FT,Price on Request
r405295,2 BHK Apartment,1002 SQ.FT,₹ 43.09 L
r405295,2 BHK Apartment,1028 SQ.FT,₹ 44.2 L
r405295,2 BHK Apartment,1038 SQ.FT,Price on Request
r405295,"3 BHK Apartment
44.03 L - 65.23 L",1024 SQ.FT,₹ 44.03 L
r405295,"3 BHK Apartment
44.03 L - 65.23 L",1057 SQ.FT,₹ 45.45 L
r405295,"3 BHK Apartment
44.03 L - 65.23 L",1110 SQ.FT,₹ 47.73 L
r405295,"3 BHK Apartment
44.03 L - 65.23 L",1169 SQ.FT,₹ 50.27 L
r405295,"3 BHK Apartment
44.03 L - 65.23 L",1174 SQ.FT,₹ 50.48 L
r405295,"3 BHK Apartment
44.03 L - 65.23 L",1188 SQ.FT,₹ 51.08 L
r405295,"3 BHK Apartment
44.03 L - 65.23 L",1224 SQ.FT,₹ 52.63 L
r405295,"3 BHK Apartment
44.03 L - 65.23 L",1308 SQ.FT,₹ 56.24 L
r405295,"3 BHK Apartment
44.03 L - 65.23 L",1324 SQ.FT,₹ 56.93 L
r405295,"3 BHK Apartment
44.03 L - 65.23 L",1332 SQ.FT,₹ 57.28 L
r405295,"3 BHK Apartment
44.03 L - 65.23 L",1362 SQ.FT,₹ 58.57 L
r405295,"3 BHK Apartment
44.03 L - 65.23 L",1418 SQ.FT,₹ 60.97 L
r405295,"3 BHK Apartment
44.03 L - 65.23 L",1437 SQ.FT,₹ 61.79 L
r405295,"3 BHK Apartment
44.03 L - 65.23 L",1517 SQ.FT,₹ 65.23 L
r51192,2 BHK Apartment,1184 SQ.FT,Price on Request
r51192,2 BHK Apartment,1184 SQ.FT,₹ 59.2 L
r51192,"3 BHK Apartment
78 L - 1.02 Cr",1560 SQ.FT,₹ 78.0 L
r51192,"3 BHK Apartment
78 L - 1.02 Cr",1883 SQ.FT,₹ 94.15 L
r51192,"3 BHK Apartment
78 L - 1.02 Cr",2045 SQ.FT,₹ 1.02 Cr
r51192,"4 BHK Apartment
1.48 Cr",2960 SQ.FT,₹ 1.48 Cr
r402170,"4 BHK Villa
1.14 Cr - 1.3 Cr",2200 SQ.FT,₹ 1.14 Cr
r402170,"4 BHK Villa
1.14 Cr - 1.3 Cr",2500 SQ.FT,₹ 1.3 Cr
r383703,3 BHK Apartment,1708 SQ.FT,Price on Request
r383703,3 BHK Apartment,2868 SQ.FT,Price on Request
r383703,3 BHK Apartment,3747 SQ.FT,Price on Request
r383703,3 BHK Apartment,3986 SQ.FT,Price on Request
r383703,4 BHK Apartment,4144 SQ.FT,Price on Request
r383703,4 BHK Apartment,4349 SQ.FT,Price on Request
r383703,4 BHK Apartment,4550 SQ.FT,Price on Request
r383703,4 BHK Apartment,4751 SQ.FT,Price on Request
r29040,"Plot
33.92 L - 1.66 Cr",1370 SQ.FT,"₹ 33.92 L
i"
r29040,"Plot
33.92 L - 1.66 Cr",1615 SQ.FT,"₹ 40.0 L
i"
r29040,"Plot
33.92 L - 1.66 Cr",1663 SQ.FT,"₹ 41.19 L
i"
r29040,"Plot
33.92 L - 1.66 Cr",1806 SQ.FT,"₹ 44.73 L
i"
r29040,"Plot
33.92 L - 1.66 Cr",1870 SQ.FT,"₹ 46.32 L
i"
r29040,"Plot
33.92 L - 1.66 Cr",1875 SQ.FT,"₹ 46.44 L
i"
r29040,"Plot
33.92 L - 1.66 Cr",1917 SQ.FT,"₹ 47.48 L
i"
r29040,"Plot
33.92 L - 1.66 Cr",1938 SQ.FT,"₹ 48.0 L
i"
r29040,"Plot
33.92 L - 1.66 Cr",1948 SQ.FT,"₹ 48.25 L
i"
r29040,"Plot
33.92 L - 1.66 Cr",2152 SQ.FT,"₹ 53.28 L
i"
r29040,"Plot
33.92 L - 1.66 Cr",2267 SQ.FT,"₹ 56.15 L
i"
r29040,"Plot
33.92 L - 1.66 Cr",2328 SQ.FT,"₹ 57.66 L
i"
r29040,"Plot
33.92 L - 1.66 Cr",2341 SQ.FT,"₹ 57.98 L
i"
r29040,"Plot
33.92 L - 1.66 Cr",2379 SQ.FT,"₹ 58.92 L
i"
r29040,"Plot
33.92 L - 1.66 Cr",2519 SQ.FT,"₹ 62.39 L
i"
r29040,"Plot
33.92 L - 1.66 Cr",2541 SQ.FT,"₹ 62.93 L
i"
r29040,"Plot
33.92 L - 1.66 Cr",2563 SQ.FT,"₹ 63.48 L
i"
r29040,"Plot
33.92 L - 1.66 Cr",5587 SQ.FT,"₹ 1.38 Cr
i"
r29040,"Plot
33.92 L - 1.66 Cr",6340 SQ.FT,"₹ 1.57 Cr
i"
r29040,"Plot
33.92 L - 1.66 Cr",6374 SQ.FT,"₹ 1.58 Cr
i"
r29040,"Plot
33.92 L - 1.66 Cr",6430 SQ.FT,"₹ 1.59 Cr
i"
r29040,"Plot
33.92 L - 1.66 Cr",6698 SQ.FT,"₹ 1.66 Cr
i"
r394292,1 BHK Apartment,550 SQ.FT,Price on Request
r394292,1 BHK Apartment,560 SQ.FT,Price on Request
r394292,1 BHK Apartment,580 SQ.FT,Price on Request
r394292,2 BHK Apartment,532 SQ.FT,₹ 1.28 Cr
r394292,2 BHK Apartment,720 SQ.FT,Price on Request
r394292,2 BHK Apartment,735 SQ.FT,Price on Request
r394292,2 BHK Apartment,740 SQ.FT,Price on Request
r394292,2 BHK Apartment,755 SQ.FT,Price on Request
r394292,3 BHK Apartment,698 SQ.FT,₹ 1.79 Cr
r394292,3 BHK Apartment,728 SQ.FT,₹ 1.87 Cr
r394292,3 BHK Apartment,769 SQ.FT,₹ 1.98 Cr
r394292,3 BHK Apartment,804 SQ.FT,₹ 2.07 Cr
r394292,3 BHK Apartment,807 SQ.FT,₹ 2.07 Cr
r394292,3 BHK Apartment,840 SQ.FT,₹ 2.16 Cr
r394292,3 BHK Apartment,882 SQ.FT,₹ 2.27 Cr
r394292,3 BHK Apartment,995 SQ.FT,Price on Request
r394292,3 BHK Apartment,1038 SQ.FT,Price on Request
r394292,3 BHK Apartment,1075 SQ.FT,Price on Request
r394292,3 BHK Apartment,1240 SQ.FT,Price on Request
r404912,"1 BHK Apartment
41.97 L - 46.05 L",484 SQ.FT,₹ 41.97 L
r404912,"1 BHK Apartment
41.97 L - 46.05 L",490 SQ.FT,₹ 42.49 L
r404912,"1 BHK Apartment
41.97 L - 46.05 L",491 SQ.FT,₹ 42.58 L
r404912,"1 BHK Apartment
41.97 L - 46.05 L",531 SQ.FT,₹ 46.05 L
r404912,"2 BHK Apartment
51.34 L - 62.87 L",592 SQ.FT,₹ 51.34 L
r404912,"2 BHK Apartment
51.34 L - 62.87 L",593 SQ.FT,₹ 51.42 L
r404912,"2 BHK Apartment
51.34 L - 62.87 L",618 SQ.FT,₹ 53.59 L
r404912,"2 BHK Apartment
51.34 L - 62.87 L",631 SQ.FT,₹ 54.72 L
r404912,"2 BHK Apartment
51.34 L - 62.87 L",725 SQ.FT,₹ 62.87 L
r332831,"3 BHK Apartment
2.21 Cr - 3.58 Cr",1700 SQ.FT,"₹ 2.21 Cr
i"
r332831,"3 BHK Apartment
2.21 Cr - 3.58 Cr",2040 SQ.FT,"₹ 2.86 Cr
i"
r332831,"3 BHK Apartment
2.21 Cr - 3.58 Cr",2555 SQ.FT,"₹ 3.58 Cr
i"
r332831,"4 BHK Apartment
4.7 Cr",3355 SQ.FT,"₹ 4.7 Cr
i"
r332831,"6 BHK Penthouse
12.2 Cr",6100 SQ.FT,"₹ 12.2 Cr
i"
r402643,"2 BHK Apartment
48 L - 56 L",880 SQ.FT,₹ 48 L
r402643,"2 BHK Apartment
48 L - 56 L",960 SQ.FT,₹ 56 L
r402643,"3 BHK Apartment
64 L - 83 L",1130 SQ.FT,₹ 64.0 L
r402643,"3 BHK Apartment
64 L - 83 L",1250 SQ.FT,₹ 75 L
r402643,"3 BHK Apartment
64 L - 83 L",1460 SQ.FT,₹ 83 L
r431559,"3 BHK Apartment
6.44 Cr",2800 SQ.FT,₹ 6.44 Cr
r431559,"4 BHK Apartment
8.74 Cr - 11.04 Cr",3800 SQ.FT,₹ 8.74 Cr
r431559,"4 BHK Apartment
8.74 Cr - 11.04 Cr",4800 SQ.FT,₹ 11.04 Cr
r431559,"4 BHK Penthouse
9.66 Cr",4200 SQ.FT,₹ 9.66 Cr
r431559,"5 BHK Penthouse
13.57 Cr - 17.71 Cr",5900 SQ.FT,₹ 13.57 Cr
r431559,"5 BHK Penthouse
13.57 Cr - 17.71 Cr",7700 SQ.FT,₹ 17.71 Cr
r421695,"2 BHK Apartment
38.83 L",903 SQ.FT,₹ 38.83 L
r421695,"3 BHK Apartment
48.46 L - 51.08 L",1127 SQ.FT,₹ 48.46 L
r421695,"3 BHK Apartment
48.46 L - 51.08 L",1188 SQ.FT,₹ 51.08 L
r394740,"2 BHK Apartment
24.44 L - 25.35 L",940 SQ.FT,₹ 24.44 L
r394740,"2 BHK Apartment
24.44 L - 25.35 L",975 SQ.FT,₹ 25.35 L
r394740,"3 BHK Apartment
36.22 L - 38.84 L",1393 SQ.FT,₹ 36.22 L
r394740,"3 BHK Apartment
36.22 L - 38.84 L",1494 SQ.FT,₹ 38.84 L
r394740,"4 BHK Apartment
51.09 L",1965 SQ.FT,₹ 51.09 L
r403485,"2 BHK Apartment
76.44 L - 93.44 L",812 SQ.FT,₹ 76.44 L
r403485,"2 BHK Apartment
76.44 L - 93.44 L",883 SQ.FT,₹ 83.13 L
r403485,"2 BHK Apartment
76.44 L - 93.44 L",856 SQ.FT,₹ 93.44 L
r403485,"3 BHK Apartment
95.5 L - 1.42 Cr",943 SQ.FT,₹ 95.5 L
r403485,"3 BHK Apartment
95.5 L - 1.42 Cr",1020 SQ.FT,₹ 1.02 Cr
r403485,"3 BHK Apartment
95.5 L - 1.42 Cr",1116 SQ.FT,₹ 1.12 Cr
r403485,"3 BHK Apartment
95.5 L - 1.42 Cr",1206 SQ.FT,₹ 1.2 Cr
r403485,"3 BHK Apartment
95.5 L - 1.42 Cr",1240 SQ.FT,₹ 1.24 Cr
r403485,"3 BHK Apartment
95.5 L - 1.42 Cr",1246 SQ.FT,₹ 1.24 Cr
r403485,"3 BHK Apartment
95.5 L - 1.42 Cr",1271 SQ.FT,₹ 1.27 Cr
r403485,"3 BHK Apartment
95.5 L - 1.42 Cr",1280 SQ.FT,₹ 1.28 Cr
r403485,"3 BHK Apartment
95.5 L - 1.42 Cr",1286 SQ.FT,₹ 1.28 Cr
r403485,"3 BHK Apartment
95.5 L - 1.42 Cr",1425 SQ.FT,₹ 1.42 Cr
r403485,"3.5 BHK Apartment
1.25 Cr",1249 SQ.FT,₹ 1.25 Cr
r403485,"4 BHK Apartment
1.55 Cr - 1.67 Cr",1515 SQ.FT,₹ 1.55 Cr
r403485,"4 BHK Apartment
1.55 Cr - 1.67 Cr",1634 SQ.FT,₹ 1.67 Cr
r303861,2 BHK Apartment,710 SQ.FT,₹ 3.76 Cr
r303861,2 BHK Apartment,714 SQ.FT,Price on Request
r303861,2 BHK Apartment,721 SQ.FT,₹ 3.82 Cr
r303861,2 BHK Apartment,732 SQ.FT,₹ 3.88 Cr
r303861,2 BHK Apartment,740 SQ.FT,Price on Request
r303861,2 BHK Apartment,743 SQ.FT,₹ 3.94 Cr
r303861,2 BHK Apartment,744 SQ.FT,Price on Request
r303861,2 BHK Apartment,745 SQ.FT,₹ 4.78 Cr
r303861,2 BHK Apartment,751 SQ.FT,₹ 4.38 Cr
r303861,2 BHK Apartment,752 SQ.FT,Price on Request
r303861,2 BHK Apartment,753 SQ.FT,₹ 3.99 Cr
r303861,2 BHK Apartment,761 SQ.FT,Price on Request
r303861,2 BHK Apartment,763 SQ.FT,₹ 4.48 Cr
r303861,2 BHK Apartment,764 SQ.FT,₹ 4.05 Cr
r303861,2 BHK Apartment,774 SQ.FT,₹ 4.96 Cr
r303861,2 BHK Apartment,775 SQ.FT,₹ 4.11 Cr
r303861,2 BHK Apartment,785 SQ.FT,₹ 4.61 Cr
r303861,2 BHK Apartment,797 SQ.FT,₹ 4.68 Cr
r303861,2 BHK Apartment,802 SQ.FT,₹ 5.88 Cr
r303861,2 BHK Apartment,889 SQ.FT,₹ 6.42 Cr
r303861,2 BHK Apartment,969 SQ.FT,₹ 5.14 Cr
r303861,3 BHK Apartment,968 SQ.FT,Price on Request
r303861,3 BHK Apartment,969 SQ.FT,₹ 5.14 Cr
r303861,3 BHK Apartment,980 SQ.FT,₹ 5.19 Cr
r303861,3 BHK Apartment,990 SQ.FT,₹ 5.25 Cr
r303861,3 BHK Apartment,1048 SQ.FT,₹ 6.79 Cr
r303861,3 BHK Apartment,1065 SQ.FT,₹ 7.48 Cr
r303861,3 BHK Apartment,1071 SQ.FT,Price on Request
r303861,3 BHK Apartment,1128 SQ.FT,₹ 6.58 Cr
r303861,3 BHK Apartment,1147 SQ.FT,₹ 7.86 Cr
r303861,3 BHK Apartment,1194 SQ.FT,Price on Request
r303861,3 BHK Apartment,1295 SQ.FT,₹ 8.93 Cr
r303861,3 BHK Apartment,1300 SQ.FT,Price on Request
r303861,3 BHK Apartment,1302 SQ.FT,₹ 6.9 Cr
r303861,3 BHK Apartment,1313 SQ.FT,₹ 6.96 Cr
r303861,3 BHK Apartment,1384 SQ.FT,₹ 9.58 Cr
r303861,3 BHK Apartment,1391 SQ.FT,₹ 10.05 Cr
r303861,3 BHK Apartment,1432 SQ.FT,₹ 7.59 Cr
r303861,3 BHK Apartment,1442 SQ.FT,₹ 7.64 Cr
r303861,3 BHK Apartment,1453 SQ.FT,₹ 7.7 Cr
r303861,4 BHK Apartment,1765 SQ.FT,Price on Request
r256111,"2 BHK Apartment
2.75 Cr",1381 SQ.FT,₹ 2.75 Cr
r256111,3 BHK Apartment,1711 SQ.FT,₹ 3.5 Cr
r256111,3 BHK Apartment,2003 SQ.FT,₹ 4.0 Cr
r256111,3 BHK Apartment,2072 SQ.FT,₹ 4.14 Cr
r256111,3 BHK Apartment,2073 SQ.FT,Price on Request
r256111,3 BHK Apartment,2134 SQ.FT,Price on Request
r256111,3 BHK Apartment,2206 SQ.FT,Price on Request
r256111,3 BHK Apartment,2255 SQ.FT,Price on Request
r256111,3 BHK Apartment,2343 SQ.FT,₹ 4.92 Cr
r256111,4 BHK Apartment,2423 SQ.FT,₹ 5.08 Cr
r256111,4 BHK Apartment,2434 SQ.FT,₹ 5.11 Cr
r256111,4 BHK Apartment,2446 SQ.FT,Price on Request
r256111,4 BHK Apartment,2448 SQ.FT,₹ 5.14 Cr
r256111,4 BHK Apartment,2459 SQ.FT,₹ 5.16 Cr
r256111,4 BHK Apartment,2901 SQ.FT,Price on Request
r256111,4 BHK Apartment,2913 SQ.FT,Price on Request
r256111,4 BHK Apartment,2963 SQ.FT,Price on Request
r428724,"2 BHK Apartment
58 L - 60 L",875 SQ.FT,"₹ 58.0 L
i"
r428724,"2 BHK Apartment
58 L - 60 L",916 SQ.FT,"₹ 60.0 L
i"
r428724,"2.5 BHK Apartment
67 L",1075 SQ.FT,"₹ 67.0 L
i"
r428724,"3 BHK Apartment
74 L - 77 L",1142 SQ.FT,"₹ 74.0 L
i"
r428724,"3 BHK Apartment
74 L - 77 L",1193 SQ.FT,"₹ 77.0 L
i"
r334919,"2 BHK Apartment
1.78 Cr",1225 SQ.FT,"₹ 1.78 Cr
i"
r334919,"3 BHK Apartment
2.66 Cr - 2.72 Cr",1850 SQ.FT,"₹ 2.66 Cr
i"
r334919,"3 BHK Apartment
2.66 Cr - 2.72 Cr",1895 SQ.FT,"₹ 2.72 Cr
i"
r427390,"2 BHK Apartment
47.55 L - 56.81 L",1012 SQ.FT,₹ 47.55 L
r427390,"2 BHK Apartment
47.55 L - 56.81 L",1209 SQ.FT,₹ 56.81 L
r427390,"3 BHK Apartment
62.36 L - 89.42 L",1327 SQ.FT,₹ 62.36 L
r427390,"3 BHK Apartment
62.36 L - 89.42 L",1330 SQ.FT,₹ 62.5 L
r427390,"3 BHK Apartment
62.36 L - 89.42 L",1699 SQ.FT,₹ 79.84 L
r427390,"3 BHK Apartment
62.36 L - 89.42 L",1903 SQ.FT,₹ 89.42 L
r427390,"4 BHK Apartment
1.21 Cr - 1.21 Cr",2573 SQ.FT,₹ 1.21 Cr
r427390,"4 BHK Apartment
1.21 Cr - 1.21 Cr",2579 SQ.FT,₹ 1.21 Cr
r5954,1 BHK Apartment,605 SQ.FT,Price on Request
r5954,2 BHK Apartment,960 SQ.FT,Price on Request
r5954,3 BHK Apartment,1260 SQ.FT,Price on Request
r5954,3 BHK Apartment,1515 SQ.FT,Price on Request
r5954,3 BHK Apartment,1830 SQ.FT,₹ 1.83 Cr
r5954,"3.5 BHK Apartment
1.95 Cr - 2.03 Cr",1950 SQ.FT,₹ 1.95 Cr
r5954,"3.5 BHK Apartment
1.95 Cr - 2.03 Cr",2030 SQ.FT,₹ 2.03 Cr
r5954,"4 BHK Apartment
2.54 Cr",2540 SQ.FT,₹ 2.54 Cr
r293775,"2 BHK Apartment
1.26 Cr",1290 SQ.FT,₹ 1.26 Cr
r293775,"2.5 BHK Apartment
1.43 Cr - 1.54 Cr",1460 SQ.FT,₹ 1.43 Cr
r293775,"2.5 BHK Apartment
1.43 Cr - 1.54 Cr",1470 SQ.FT,₹ 1.44 Cr
r293775,"2.5 BHK Apartment
1.43 Cr - 1.54 Cr",1570 SQ.FT,₹ 1.54 Cr
r293775,3 BHK Apartment,1580 SQ.FT,₹ 1.55 Cr
r293775,3 BHK Apartment,1640 SQ.FT,₹ 1.61 Cr
r293775,3 BHK Apartment,1685 SQ.FT,₹ 1.65 Cr
r293775,3 BHK Apartment,1740 SQ.FT,Price on Request
r293775,3 BHK Apartment,1750 SQ.FT,Price on Request
r293775,3 BHK Apartment,1770 SQ.FT,₹ 1.73 Cr
r293775,3 BHK Apartment,1780 SQ.FT,₹ 1.74 Cr
r293775,3 BHK Apartment,1785 SQ.FT,₹ 1.75 Cr
r293775,3 BHK Apartment,1815 SQ.FT,₹ 1.78 Cr
r293775,3 BHK Apartment,1885 SQ.FT,₹ 1.85 Cr
r424425,"1 BHK Apartment
24.57 L - 25.16 L",630 SQ.FT,₹ 24.57 L
r424425,"1 BHK Apartment
24.57 L - 25.16 L",645 SQ.FT,₹ 25.16 L
r424425,"2 BHK Apartment
35.1 L",900 SQ.FT,₹ 35.1 L
r424425,"3 BHK Apartment
45.63 L",1170 SQ.FT,₹ 45.63 L
r436833,1 BHK Apartment,531 SQ.FT,Price on Request
r436833,3 BHK Apartment,1047 SQ.FT,Price on Request
r436833,3 BHK Apartment,1210 SQ.FT,Price on Request
r370636,1 BHK Apartment,389 SQ.FT,₹ 28.25 L
r370636,1 BHK Apartment,403 SQ.FT,₹ 29.25 L
r370636,1 BHK Apartment,405 SQ.FT,Price on Request
r370636,1 BHK Apartment,406 SQ.FT,₹ 29.5 L
r370636,1 BHK Apartment,423 SQ.FT,₹ 30.75 L
r378330,"2 BHK Apartment
44.31 L - 51.91 L",1166 SQ.FT,₹ 44.31 L
r378330,"2 BHK Apartment
44.31 L - 51.91 L",1243 SQ.FT,₹ 47.23 L
r378330,"2 BHK Apartment
44.31 L - 51.91 L",1261 SQ.FT,₹ 47.92 L
r378330,"2 BHK Apartment
44.31 L - 51.91 L",1327 SQ.FT,₹ 50.43 L
r378330,"2 BHK Apartment
44.31 L - 51.91 L",1336 SQ.FT,₹ 50.77 L
r378330,"2 BHK Apartment
44.31 L - 51.91 L",1350 SQ.FT,₹ 51.3 L
r378330,"2 BHK Apartment
44.31 L - 51.91 L",1365 SQ.FT,₹ 51.87 L
r378330,"2 BHK Apartment
44.31 L - 51.91 L",1366 SQ.FT,₹ 51.91 L
r378330,"3 BHK Apartment
54.72 L - 77.98 L",1440 SQ.FT,₹ 54.72 L
r378330,"3 BHK Apartment
54.72 L - 77.98 L",1490 SQ.FT,₹ 56.62 L
r378330,"3 BHK Apartment
54.72 L - 77.98 L",1508 SQ.FT,₹ 57.3 L
r378330,"3 BHK Apartment
54.72 L - 77.98 L",1659 SQ.FT,₹ 63.04 L
r378330,"3 BHK Apartment
54.72 L - 77.98 L",1743 SQ.FT,₹ 66.23 L
r378330,"3 BHK Apartment
54.72 L - 77.98 L",1780 SQ.FT,₹ 67.64 L
r378330,"3 BHK Apartment
54.72 L - 77.98 L",1782 SQ.FT,₹ 67.72 L
r378330,"3 BHK Apartment
54.72 L - 77.98 L",1832 SQ.FT,₹ 69.62 L
r378330,"3 BHK Apartment
54.72 L - 77.98 L",1891 SQ.FT,₹ 71.86 L
r378330,"3 BHK Apartment
54.72 L - 77.98 L",2045 SQ.FT,₹ 77.71 L
r378330,"3 BHK Apartment
54.72 L - 77.98 L",2049 SQ.FT,₹ 77.86 L
r378330,"3 BHK Apartment
54.72 L - 77.98 L",2052 SQ.FT,₹ 77.98 L
r427769,"Plot
84.66 L - 1.05 Cr",1200 SQ.FT,"₹ 84.66 L
i"
r427769,"Plot
84.66 L - 1.05 Cr",1500 SQ.FT,"₹ 1.05 Cr
i"
r405003,"2 BHK Apartment
86.13 L - 87.75 L",1325 SQ.FT,₹ 86.13 L
r405003,"2 BHK Apartment
86.13 L - 87.75 L",1350 SQ.FT,₹ 87.75 L
r405003,3 BHK Apartment,1715 SQ.FT,₹ 1.11 Cr
r405003,3 BHK Apartment,1835 SQ.FT,₹ 1.19 Cr
r405003,3 BHK Apartment,1895 SQ.FT,₹ 1.23 Cr
r405003,3 BHK Apartment,2060 SQ.FT,₹ 1.34 Cr
r405003,3 BHK Apartment,2110 SQ.FT,₹ 1.37 Cr
r405003,3 BHK Apartment,2300 SQ.FT,₹ 1.5 Cr
r405003,3 BHK Apartment,2310 SQ.FT,Price on Request
r405003,"3.5 BHK Apartment
1.69 Cr - 1.7 Cr",2595 SQ.FT,₹ 1.69 Cr
r405003,"3.5 BHK Apartment
1.69 Cr - 1.7 Cr",2610 SQ.FT,₹ 1.7 Cr
r341763,2 BHK Apartment,1305 SQ.FT,₹ 1.01 Cr
r341763,2 BHK Apartment,1315 SQ.FT,Price on Request
r341763,3 BHK Apartment,1550 SQ.FT,₹ 1.2 Cr
r341763,3 BHK Apartment,2050 SQ.FT,₹ 1.58 Cr
r341763,3 BHK Apartment,2100 SQ.FT,Price on Request
r341763,3 BHK Apartment,2200 SQ.FT,Price on Request
r341763,4 BHK Apartment,2250 SQ.FT,Price on Request
r341763,4 BHK Apartment,4285 SQ.FT,Price on Request
r270128,"1.5 BHK Apartment
30.03 L - 30.27 L",616 SQ.FT,₹ 30.03 L
r270128,"1.5 BHK Apartment
30.03 L - 30.27 L",620 SQ.FT,₹ 30.23 L
r270128,"1.5 BHK Apartment
30.03 L - 30.27 L",621 SQ.FT,₹ 30.27 L
r4382,"2 BHK Apartment
1.04 Cr - 1.4 Cr",565 SQ.FT,₹ 1.04 Cr
r4382,"2 BHK Apartment
1.04 Cr - 1.4 Cr",567 SQ.FT,₹ 1.05 Cr
r4382,"2 BHK Apartment
1.04 Cr - 1.4 Cr",570 SQ.FT,₹ 1.05 Cr
r4382,"2 BHK Apartment
1.04 Cr - 1.4 Cr",579 SQ.FT,₹ 1.07 Cr
r4382,"2 BHK Apartment
1.04 Cr - 1.4 Cr",585 SQ.FT,₹ 1.08 Cr
r4382,"2 BHK Apartment
1.04 Cr - 1.4 Cr",597 SQ.FT,₹ 1.1 Cr
r4382,"2 BHK Apartment
1.04 Cr - 1.4 Cr",599 SQ.FT,₹ 1.1 Cr
r4382,"2 BHK Apartment
1.04 Cr - 1.4 Cr",601 SQ.FT,₹ 1.11 Cr
r4382,"2 BHK Apartment
1.04 Cr - 1.4 Cr",615 SQ.FT,₹ 1.13 Cr
r4382,"2 BHK Apartment
1.04 Cr - 1.4 Cr",624 SQ.FT,₹ 1.15 Cr
r4382,"2 BHK Apartment
1.04 Cr - 1.4 Cr",640 SQ.FT,₹ 1.18 Cr
r4382,"2 BHK Apartment
1.04 Cr - 1.4 Cr",642 SQ.FT,₹ 1.18 Cr
r4382,"2 BHK Apartment
1.04 Cr - 1.4 Cr",700 SQ.FT,₹ 1.4 Cr
r4382,"3 BHK Apartment
1.39 Cr - 2.1 Cr",697 SQ.FT,₹ 1.39 Cr
r4382,"3 BHK Apartment
1.39 Cr - 2.1 Cr",833 SQ.FT,₹ 1.67 Cr
r4382,"3 BHK Apartment
1.39 Cr - 2.1 Cr",870 SQ.FT,₹ 1.74 Cr
r4382,"3 BHK Apartment
1.39 Cr - 2.1 Cr",881 SQ.FT,₹ 1.76 Cr
r4382,"3 BHK Apartment
1.39 Cr - 2.1 Cr",924 SQ.FT,₹ 1.85 Cr
r4382,"3 BHK Apartment
1.39 Cr - 2.1 Cr",882 SQ.FT,₹ 1.85 Cr
r4382,"3 BHK Apartment
1.39 Cr - 2.1 Cr",932 SQ.FT,₹ 1.86 Cr
r4382,"3 BHK Apartment
1.39 Cr - 2.1 Cr",1011 SQ.FT,₹ 2.02 Cr
r4382,"3 BHK Apartment
1.39 Cr - 2.1 Cr",1052 SQ.FT,₹ 2.1 Cr
r374312,"2 BHK Apartment
1.97 Cr",1053 SQ.FT,₹ 1.97 Cr
r374312,"4 BHK Apartment
6.28 Cr",3360 SQ.FT,₹ 6.28 Cr
r374312,"5 BHK Apartment
7.03 Cr",3760 SQ.FT,₹ 7.03 Cr
r422868,"2 BHK Apartment
62.13 L - 76.34 L",971 SQ.FT,₹ 62.13 L
r422868,"2 BHK Apartment
62.13 L - 76.34 L",996 SQ.FT,₹ 63.73 L
r422868,"2 BHK Apartment
62.13 L - 76.34 L",1014 SQ.FT,₹ 64.89 L
r422868,"2 BHK Apartment
62.13 L - 76.34 L",1035 SQ.FT,₹ 66.23 L
r422868,"2 BHK Apartment
62.13 L - 76.34 L",1088 SQ.FT,₹ 69.62 L
r422868,"2 BHK Apartment
62.13 L - 76.34 L",1101 SQ.FT,₹ 70.45 L
r422868,"2 BHK Apartment
62.13 L - 76.34 L",1104 SQ.FT,₹ 70.64 L
