XID,Project Name,City,Housing.com Link
r411844,Unique Luxuria,Ahmedabad West,https://housing.com/buy-unique-luxuria-by-unique-infraspace-pvt-ltd-in-gota-ahmedabad-pid-300912
r426787,Ruchi One Victoria,Kolkata East,https://housing.com/buy-one-victoria-by-ruchi-realty-holdings-limited-in-new-town-kolkata-pid-316790
r408465,Candeur Skyline,Hyderabad,https://housing.com/in/buy/projects/page/297016-candeur-skyline-by-candeur-constructions-private-limited-in-puppalaguda
r406621,Casagrand Zaiden,Bangalore South,https://housing.com/in/buy/projects/page/297873-casagrand-zaiden-by-casagrand-builder-private-limited-in-nagegowdanapalya
r422910,Casagrand Medora,Chennai North,https://housing.com/in/buy/projects/page/315460-casagrand-medora-by-casagrand-builder-private-limited-in-korattur
r240490,Doshi Risington,Chennai South,https://housing.com/in/buy/projects/page/33739-doshi-risington-2-by-doshi-housing-in-karapakkam
r430241,Sumadhura Epitome,Bangalore North,https://housing.com/in/buy/projects/page/327971-sumadhura-epitome-by-sumadhura-infracon-pvt-ltd-in-thanisandra
r269013,Century Heights,Bhopal,https://housing.com/buy-century-heights-by-century-builders-and-developers-in-bawadiya-kalan-bhopal-pid-126339
r435892,Vertex Florenza,Hyderabad,https://housing.com/in/buy/projects/page/334721-vertex-florenza-by-vertex-west-kedar-homes-lip-in-mankhal
r425978,The One,Gandhinagar,https://housing.com/buy-buildone-the-one-by-buildone-projects-in-randesan-gandhinagar-gujarat-pid-318462
r371342,Marathon Neovalley,Central Mumbai,https://housing.com/in/buy/projects/page/252683-marathon-neovalley-kaveri-by-marathon-realty-in-bhandup-west
r64598,Assetz 22 and CREST,Bangalore West,https://housing.com/in/buy/projects/page/21668-22-crest-by-assetz-property-group-in-yeswanthpur
r432482,NK Geo River Breeze,Pune North,https://housing.com/in/buy/projects/page/324836-geo-river-breeze-by-nk-buildcon-in-charholi-budruk
r300125,Eldeco Live By The Greens,Noida,https://housing.com/in/buy/projects/page/86493-eldeco-live-by-the-greens-phase-1-by-eldeco-in-sector-150
r422102,Chetanya Grandeur Heights,Bhopal,https://housing.com/buy-chetanya-grandeur-heights-by-chetanya-builders-and-colonisers-in-gulmohar-colony-bhopal-pid-314387
r427388,Jashn Elevate,Lucknow,https://housing.com/buy-jashn-elevate-phase-2-by-jashn-realty-in-sushant-golf-city-lucknow-pid-330168
r384387,Silver Valley,Nagpur,https://housing.com/buy-silver-valley-by-jarry-profit-in-shambhu-nagar-nagpur-maharashtra-pid-286156
r399887,Ambrosia by Adani Realty,Ahmedabad North,https://housing.com/buy-adani-ambrosia-by-adani-realty-in-shantigram-gandhinagar-gujarat-pid-289502
r410494,Esteem South Park,Bangalore South,https://housing.com/in/buy/projects/page/298922-esteem-south-park-by-esteem-group-in-gottigere
r60435,Pareena Coban Residences,Gurgaon,https://housing.com/in/buy/projects/page/35196-pareena-coban-residences-by-pareena-infrastructures-pvt-ltd-in-sector-99a
r393857,Puravankara Purva Park Hill,Bangalore South,https://housing.com/in/buy/projects/page/278974-purva-park-hill-wing-a-by-puravankara-limited-in-nettigere
r382237,Merlin Skygaze,Kolkata South,https://housing.com/buy-merlin-skygaze-by-merlin-group-in-rajpur-kolkata-pid-266804
r418404,The Nest Glitz,Chennai South,https://housing.com/in/buy/projects/page/309141-the-nest-glitz-by-the-nest-builder-in-vengaivasal
r400415,Smartworld One DXP,Gurgaon,https://housing.com/in/buy/projects/page/290051-smartworld-one-dxp-by-smartworld-developers-in-sector-113
r390060,Poulomi Palazzo,Hyderabad,https://housing.com/in/buy/projects/page/282592-poulomi-palazzo-by-poulomi-estates-in-kokapet
r394092,Coronation Amy Villa,Lucknow,https://housing.com/commercial/buy/commercial-shop-for-sale-in-narhi-hazratganj-lucknow-MA4P1l7pohlpvriupk9c
r433866,Infinium Crimson Crest,Coimbatore,https://housing.com/buy-infinium-crimson-crest-by-infinium-developers-in-peelamedu-coimbatore-pid-331813
r416278,Pankaj Gokul Greens,Nagpur,https://housing.com/buy-gokul-greens-by-pankaj-construction-in-mankapur-nagpur-maharashtra-pid-307483
r374795,JD Gaatha,Pune East,https://housing.com/in/buy/projects/porwal_road
r403698,AcreRise Aura,Cuttack,https://housing.com/in/buy/projects/page/312796-acrerise-aura-by-acrerise-realty-llp-in-trisulia
r334407,Amardeep Landmark,Vadodara,https://housing.com/buy-amardeep-landmark-by-amar-group-in-sayajipura-vadodara-pid-312266
r421185,Raghuvir Spelito,Surat,https://housing.com/buy-raghuvir-spelito-by-raghuvir-developers-in-vesu-surat-pid-316565
r405552,Sunteck Sky Park,Mira Bhayandar,https://housing.com/in/buy/projects/page/295658-sunteck-sky-park-1-by-sunteck-realty-limited-in-mira-road-east
r409184,Saheel Itrend Futura,Pune West,https://housing.com/in/buy/projects/page/294070-saheel-itrend-futura-by-saheel-properties-in-baner
r334709,Runwal Pinnacle,Central Mumbai,https://housing.com/in/buy/projects/page/199318-runwal-pinnacle-by-runwal-group-in-bhandup-west
r432452,F5 Mindspace Residency,Pune East,https://housing.com/in/buy/projects/page/255192-f5-eastwoods-by-f5-realtors-in-viman-nagar
r261,SBP Orchard County,Mohali,https://housing.com/in/buy/projects/page/224548-ansal-orchard-county-i-by-ansal-api-in-sector-9
r405419,SDPL Aaranyam,Nagpur,https://housing.com/buy-sandeep-aaranyam-by-sandeep-dwellers-pvt-ltd-in-lava-nagpur-maharashtra-pid-296742
r416316,Rudra Gardenia Phase 1,Kanpur,https://housing.com/buy-new-projects-in-new-kanpur-city-kanpur-srpid-AB0P395usne3qntxllgn
r65394,Modi Lotus Homes,Secunderabad,https://housing.com/in/buy/projects/page/5940-lotus-homes-by-modi-builders-in-kundanpally
r5098,SS The Leaf,Gurgaon,https://housing.com/in/buy/projects/page/34578-ss-the-leaf-by-ss-group-in-sector-85
r374292,Rajapushpa Provincia,Hyderabad,https://housing.com/in/buy/projects/page/256468-rajapushpa-provincia-by-rajapushpa-properties-pvt-ltd-in-narsingi
r366854,Arvind Bel Air,Bangalore North,https://housing.com/in/buy/projects/page/235442-arvind-bel-air-by-arvind-smartspaces-ltd-in-vidyaranyapura
r424462,Lodha Azur,Bangalore South,https://housing.com/in/buy/projects/page/318698-lodha-azur-by-lodha-group-in-hulimavu
r388529,Hallmark Hampton Pinnacle,Hyderabad,https://housing.com/in/buy/projects/page/284671-hallmark-pinnacle-by-hallmark-builders-in-kollur
r387923,Sanctuary,Kolkata South,https://housing.com/buy-sanctuary-by-belani-npr-sriji-group-in-tollygunge-kolkata-pid-274305
r420516,Prestige Ocean Towers North,South Mumbai,https://housing.com/in/buy/projects/page/312367-prestige-ocean-towers-north-by-prestige-estates-projects-ltd-in-kalbadevi
r386352,Thanekar Palacio,Thane Outskirts,https://housing.com/in/buy/projects/page/301428-thanekar-palacio-by-thanekar-group-in-badlapur-east
r328003,Sahu Kalpana Residency,Lucknow,https://housing.com/buy-kalpana-residency-by-sahu-group-in-mohanlalganj-lucknow-pid-129322
r237262,Piramal Vaikunth,Thane,https://housing.com/in/buy/projects/page/34666-piramal-vaikunth-thane-by-piramal-realty-in-thane-west
r413596,Geras Island of Joy,Pune East,https://housing.com/in/buy/projects/page/307352-geras-island-of-joy-by-gera-developments-in-upper-kharadi
r430221,Vanam Villa,North Goa,https://housing.com/in/buy/projects/page/327365-vanam-villa-by-benicio-homes-in-anjuna
r399933,Sky Gateway,Vadodara,https://housing.com/buy-sky-gateway-by-sky-developers-vadodara-in-waghodia-vadodara-pid-311248
r272921,M3M Heights,Gurgaon,https://housing.com/in/buy/projects/page/49642-m3m-heights-by-m3m-india-pvt-ltd-in-sector-65
r1704,Karmabhumi 1,Ahmedabad West,https://housing.com/buy-4500-sqft-residential-plot-in-rancharda-for-rs-12000000-rid-14471424
r398743,Nahar Grandeur,Chennai South,https://housing.com/in/buy/projects/page/292372-nahar-grandeur-by-nahar-foundations-pvt-ltd-in-sholinganallur
r413587,CMN Garden Luxury Villas,Chennai West,https://housing.com/in/buy/projects/page/305189-jehovah-cmn-garden-by-jehovah-builders-in-porur
r384483,Rajapushpa Imperia,Hyderabad,https://housing.com/in/buy/projects/page/269880-rajapushpa-imperia-by-rajapushpa-properties-pvt-ltd-in-tellapur
r431289,Trimurty Crimson,Jaipur,https://housing.com/buy-trimurty-crimson-by-trimurty-group-in-bani-park-jaipur-rajasthan-pid-328146
r433634,Dream Villas Elite,Vadodara,https://housing.com/buy-bhumi-dream-villas-elite-by-bhumi-associates-in-atladara-vadodara-pid-268376
r369077,Unitevision Vatican City,Lucknow,https://housing.com/buy-unite-vatican-city-by-unite-vision-enterprises-pvt-ltd-in-lakhpera-lucknow-pid-290719
r434429,Mount Shadows,Coimbatore,https://housing.com/buy-ecovistalife-mount-shadows-by-ecovistalife-in-karamadai-coimbatore-pid-330913
r372203,Sanarelli Apartment by Speed Housing LLP,Hyderabad,https://housing.com/in/buy/projects/page/253997-sanarelli-by-speed-housing-llp-in-bachupally
r415664,Shri Highline Fortune,Indore,https://housing.com/buy-highline-fortune-by-shri-balaji-infrastructures-indore-in-bhawrasla-indore-pid-305482
r427396,Shree Om Niwas,Central Mumbai,https://housing.com/in/buy/projects/page/319808-shree-om-niwas-by-shree-krishna-group-in-chembur
r373829,Greenbay Golf Village,Greater Noida,https://housing.com/in/buy/projects/page/79445-greenbay-golf-village-by-green-bay-infrastructure-private-limited-in-yeida
r399656,Risinia The Twinz,Hyderabad,https://housing.com/in/buy/projects/page/285813-risinia-the-twinz-by-risinia-builders-in-bachupally
r424349,Tannys Skanda Homes,Coimbatore,https://housing.com/buy-tannys-skanda-homes-by-tanny-shelters-private-limited-in-saravanampatty-coimbatore-pid-300134
r5366,Shree Siddheshwar Nagar 2,Nagpur,https://housing.com/buy-shree-siddheshwar-nagar-2-by-shree-siddheshwar-infraventures-pvt-ltd-in-besa-nagpur-maharashtra-pid-74093
r429471,Pramukh Meadows,Silvassa,https://housing.com/in/buy/projects/page/28407-pramukh-yogi-milan-by-pramukh-group-in-yogi-vihar
r400692,Multiversal Nova Grand,Nellore,https://housing.com/in/buy/projects/page/263175-multiversal-dharani-residency-by-multiversal-infra-pvt-ltd-in-kottur
r422149,SNN Estates Felicity,Bangalore North,https://housing.com/in/buy/projects/page/314438-snn-estates-felicity-by-snn-estates-in-jakkur
r305417,Amrutha Platinum Towers,Bangalore East,https://housing.com/in/buy/projects/page/144670-amrutha-platinum-towers-by-amrutha-rama-constructions-pvt-ltd-in-whitefield
r405191,Akshita Golden Breeze 4,Hyderabad,https://housing.com/in/buy/projects/page/280164-akshita-golden-breeze-4-by-akshita-infra-in-maheshwaram
r395313,GK Triad,Secunderabad,https://housing.com/in/buy/projects/page/283423-gk-triad-block-c-by-gk-builders-developers-in-sainikpuri
r8664,DLF The Crest,Gurgaon,https://housing.com/in/buy/projects/page/34462-dlf-the-crest-by-dlf-in-dlf-phase-5
r409222,Sunrise Meadows,Kolkata West,https://housing.com/buy-sunrise-meadows-by-sureka-group-in-jagacha-kolkata-pid-299279
r421123,Sri Garudadri Gardens,Bangalore South,https://housing.com/in/buy/projects/page/312996-sri-garudadri-gardens-by-sri-garudadri-constructions-in-rr-nagar
r423661,Primark Northwave,Hyderabad,https://housing.com/in/buy/projects/page/317885-primark-northwave-by-primark-developers-in-bhadurpalle
r427298,Aura Vidha,Hyderabad,https://housing.com/in/buy/projects/page/327945-aura-vidha-by-aura-homes-and-constructions-pvt-ltd-in-serilingampally
r434521,Bliss Pearls,Nasik,https://housing.com/buy-bliss-pearls-by-bliss-developers-in-pathardi-phata-nashik-pid-314431
r433270,Adiyogi Aura,Thane Outskirts,https://housing.com/in/buy/projects/page/326812-adiyogi-aura-by-adiyogi-infra-in-badlapur-west
r406038,Shaligram West,Vadodara,https://housing.com/buy-shaligram-west-by-krishna-infra-in-bhayli-vadodara-pid-295103
r437329,Casagrand Madelyn,Chennai South,https://housing.com/in/buy/projects/page/337571-casagrand-madelyn-by-casagrand-builder-private-limited-in-thirumudivakkam
r429175,Capital Ultra Luxury Floors,Noida,https://housing.com/in/buy/projects/page/311645-capital-ultra-luxury-floors-by-capital-propmart-in-vasundhara
r376342,Srishti  Namaah,Mira Bhayandar,https://housing.com/in/buy/projects/page/182907-srishti-namaah-by-kalpataru-group-in-mira-road-east
r409806,Green County,Vapi,https://housing.com/in/buy/vapi/3bhk-pramukh_hills
r383359,Siddha Happyville,Jaipur,https://housing.com/buy-siddha-happyville-by-siddha-infra-projects-private-limited-in-bagru-khurd-jaipur-rajasthan-pid-281382
r62053,Mounthill Essence,Kolkata East,https://housing.com/buy-essence-by-mounthill-realty-pvt-ltd-in-rajarhat-kolkata-pid-279093
r333369,Emaar Digihomes,Gurgaon,https://housing.com/in/buy/projects/page/198354-emaar-digi-homes-by-emaar-in-sector-62
r429637,DAC Aeropolis,Chennai South,https://housing.com/in/buy/projects/page/302839-dac-aeropolis-by-dac-developers-in-pallavaram
r403885,Trilok Villas And Apartments,Bangalore West,https://housing.com/in/buy/bangalore/plot-kenchenhalli
r388670,Kalyans Skyway 9,Hyderabad,https://housing.com/in/buy/projects/page/272048-kalyan-skyway-9-by-kalyan-infra-projects-in-manchirevula
r423585,Casagrand Suncity,Chennai South,https://housing.com/in/buy/projects/page/316840-casagrand-suncity-by-casagrand-builder-private-limited-in-melakottaiyur
r57026,M1 Terra Alegria,Bangalore East,https://housing.com/in/buy/projects/page/99881-m1-terra-alegria-phase-1-by-m1-homes-in-shankanipura
r256929,Bright Aristo,Pune East,https://housing.com/in/buy/projects/page/39306-bright-aristo-by-brightera-builders-in-kesnand
r386999,Allegro Aventus,Mangalore,https://housing.com/in/buy/projects/page/276391-allegro-aventus-by-allegro-builders-developers-in-kodailbail
r9958,SS Infinitus,Indore,https://housing.com/buy-ss-infinitus-by-ss-group-in-nipania-indore-pid-292934
r396840,Pride SOHO,Pune North,https://housing.com/in/buy/projects/page/283726-pride-soho-by-pride-builders-llp-in-dhanori
r409805,Hiranandani Woodspring,Thane Outskirts,https://housing.com/in/buy/mumbai/flat-bhiwandi
r438049,SS Camasa,Gurgaon,https://housing.com/in/buy/projects/page/332462-ss-camasa-by-ss-group-in-sector-90
r437881,Godrej Madison Avenue,Hyderabad,https://housing.com/in/buy/projects/page/330240-godrej-madison-avenue-by-godrej-properties-ltd-in-kokapet
r374899,Trident Embassy Reso,Greater Noida,https://housing.com/in/buy/projects/page/255296-trident-embassy-reso-by-trident-infra-homes-pvt-ltd-in-noida-extension
r418968,Queens Necklace,Navi Mumbai,https://housing.com/in/buy/projects/page/310772-metro-satyam-queens-necklace-by-metrosatyam-builders-llp-in-kharghar
r424323,Codename Triumph,Central Mumbai,https://housing.com/in/buy/projects/page/317516-adani-codename-triumph-tower-4-by-adani-realty-in-kanjurmarg-west
r403634,Amardeep Infinity,Vadodara,https://housing.com/buy-amardeep-infinity-by-amar-group-in-harni-vadodara-pid-312003
r372971,Sri Kamatchi Apartments,Coimbatore,https://housing.com/buy-mrk-sri-kamatchi-apartments-by-mrk-civil-construction-in-villankurichi-coimbatore-pid-288610
r429483,Sunlit Urbana Green City,Panchkula,https://housing.com/in/buy/projects/page/318871-sunlit-urbana-green-city-by-sunlit-infracon-llp-in-sector-16
r418384,Aparna Sarovar Towers,Hyderabad,https://housing.com/in/buy/projects/page/317359-aparna-sarovar-towers-by-aparna-in-gachibowli
r420666,Folium by Sumadhura Phase 3,Bangalore East,https://housing.com/in/buy/projects/page/298094-sumadhura-folium-phase-ii-by-sumadhura-infracon-pvt-ltd-in-whitefield
r429979,Mokshaa Highway Pride,Hyderabad,https://housing.com/in/buy/projects/page/326955-mokshaa-highway-pride-by-mokshaa-avenues-pvt-ltd-in-sangareddy
r376075,Wave Veridia Oakwood Enclave,Ghaziabad,https://housing.com/in/buy/projects/page/311874-uchdl-veridia-6-oakwood-enclave-by-uppal-chadha-hi-tech-developers-pvt-ltd-in-wave-city
r43936,Signia Pearl,Western Mumbai,https://housing.com/in/buy/projects/page/38806-sunteck-signia-pearl-by-sunteck-realty-limited-in-bandra-east
r398071,Kamdhenu Serenity Sky,Vadodara,https://housing.com/buy-kamdhenu-serenity-sky-by-kamdhenu-infra-in-ankhol-vadodara-pid-312900
r412517,Vivaan Orbit,Ahmedabad North,https://housing.com/buy-vivaan-orbit-by-vivaan-group-in-zundal-gandhinagar-gujarat-pid-303018
r381026,Dinesh Auric,Hyderabad,https://housing.com/in/buy/projects/page/264449-dinesh-auric-by-dinesh-projects-in-bachupally
r435924,Godrej Green Terraces,Navi Mumbai,https://housing.com/in/buy/projects/page/336153-green-terraces-godrej-city-by-godrej-properties-ltd-in-panvel
r380484,Infinity Residences,South Mumbai,https://housing.com/in/buy/projects/page/266365-infinity-residences-by-infinity-associates-in-parel
r378943,Urbanrise on Cloud 33,Hyderabad,https://housing.com/in/buy/projects/page/235750-urbanrise-on-cloud-33-by-urbanrise-lifestyles-private-limited-in-bachupally
r429473,VGN Aspire Gardens,Chennai North,https://housing.com/in/buy/projects/page/326105-vgn-aspire-gardens-by-vgn-homes-in-avadi
r403725,Bhawani Inara,Kolkata East,https://housing.com/buy-bhawani-inara-by-bhawani-group-in-new-town-kolkata-pid-292782
r271087,Devaloke Sonar City,Kolkata South,https://housing.com/buy-devaloke-sonar-city-phase-i-by-devaloke-builders-in-narendrapur-kolkata-pid-48003
r409515,Sameera IRIS,Chennai South,https://housing.com/in/buy/projects/page/277347-sameera-iris-by-sameera-groups-in-kundrathur
r422319,Gamut Saraa City,Hyderabad,https://housing.com/in/buy/projects/page/310509-gamut-saraa-city-by-gamut-india-projects-in-attapur
r383708,Aparna Zenon,Hyderabad,https://housing.com/in/buy/projects/page/269673-aparna-zenon-by-aparna-in-manikonda
r404651,Sunshine Green City,Kolkata East,https://housing.com/buy-sunshine-green-city-by-nitu-developers-in-omarhati-kolkata-pid-295104
r435512,Optima,Kolkata East,https://housing.com/buy-optima-by-srijan-realty-pvt-ltd-in-new-town-kolkata-pid-311777
r417658,Shubham Aditya Villa,Jaipur,https://housing.com/buy-shubham-group-aditya-villa-by-shubham-group-in-kankha-ki-dhani-jaipur-rajasthan-pid-309014
r416670,Casagrand Flamingo,Bangalore South,https://housing.com/in/buy/projects/page/308161-casagrand-flamingo-by-casagrand-builder-private-limited-in-hsr-layout
r397833,Brigade Horizon,Bangalore West,https://housing.com/in/buy/projects/page/283126-brigade-horizon-by-brigade-enterprises-ltd-in-kumbalgodu
r417863,GP Homes The Breeze Way,Chennai North,https://housing.com/in/buy/projects/page/308645-gp-homes-the-breeze-way-by-gp-homes-in-ambattur
r307895,Arvind Aavishkaar,Ahmedabad East,https://housing.com/buy-arvind-aavishkaar-by-arvind-smartspaces-ltd-in-d-colony-ahmedabad-pid-107090
r403847,Adore Smart City,Faridabad,https://housing.com/in/buy/projects/page/294937-adore-smart-city-2-by-adore-propbuild-llp-in-tajupur
r422559,Empire Township,Chennai South,https://housing.com/in/buy/projects/page/315764-empire-township-by-empire-housing-and-property-in-thazhambur
r417602,Akshar Prime,Vadodara,https://housing.com/buy-akshar-prime-by-shree-akshar-builders-in-ratanpur-vadodara-pid-309285
r437776,Royal Crown,Ahmedabad North,https://housing.com/buy-royal-crown-by-umiya-buildcon-in-vaishno-devi-circle-ahmedabad-pid-338441
r410597,Aarya Euphoria,Vadodara,https://housing.com/buy-shivam-aarya-euphoria-phase-2-by-shivam-enterprise-in-dabhoi-vadodara-pid-302447
r341813,Ivy County,Noida,https://housing.com/in/buy/projects/page/226932-ivy-county-by-county-group-in-sector-75
r6356,Keltech Kumar Imperial Greens,Greater Noida,https://housing.com/in/buy/projects/page/1475-keltech-kumar-imperial-greens-by-keltech-infrastructure-ltd-in-noida-extension
r409753,Godrej Tropical Isle,Noida,https://housing.com/in/buy/projects/page/303901-godrej-tropical-isle-by-godrej-properties-ltd-in-sector-146
r405007,Rohit Galaxy,Lucknow,https://housing.com/buy-narena-rohit-galaxy-by-narena-infra-private-limited-in-gomti-nagar-extension-lucknow-pid-295068
r346761,Pardos Okas Residency,Lucknow,https://housing.com/buy-okas-residency-by-pardos-lucknow-developers-private-limited-in-sultanpur-road-lucknow-pid-229340
r383881,Parijaat Residency,Lucknow,https://housing.com/in/buy/projects/page/272158-parijaat-residency-by-parijaat-infraestate-pvt-ltd-in-faizabad-road
r397824,Larica Green Hamlet 2,Guwahati,https://housing.com/buy-2012-sqft-4-bhk-villa-in-borjhar-for-rs-9500000-rid-14739901
r382554,DN Pallaciya,Bhubaneswar,https://housing.com/buy-dn-pallaciya-by-dnhomes-in-sundarpur-bhubaneswar-pid-278629
r27930,Bhoomi Park,Western Mumbai,https://housing.com/in/buy/projects/page/222741-bhoomi-park-2-by-bhoomi-group-in-malad-west
r128611,Regency Orion,Pune West,https://housing.com/in/buy/projects/page/34567-regency-orion-by-regency-group-in-baner
r368890,SKA Divya Towers,Greater Noida,https://housing.com/in/buy/projects/page/238020-ska-divya-towers-by-ska-group-in-noida-extension
r329283,Ansal Sushant Lok Plots,Gurgaon,https://housing.com/in/buy/gurgaon/plot-sushant_lok_i_sector_43
r11586,Ekta Oleander,Kolkata Central,https://housing.com/buy-ekta-oleander-by-ekta-world-in-tangra-kolkata-pid-37033
r308685,Central Park Flower Valley Mikasa Plots,Gurgaon,https://housing.com/in/buy/projects/page/73025-central-park-mikasa-plots-by-central-park-in-sector-33-sohna
r137743,DDA SFS Flats,Dwarka Delhi,https://housing.com/in/buy/projects/page/73965-dda-sfs-flats-by-dda-in-sector-22-dwarka
r63945,KLJ Heights,Bahadurgarh,https://housing.com/in/buy/projects/page/4706-klj-heights-by-klj-developers-pvt-ltd-in-omaxe-city
r64027,Eros Belvedere Towers,Faridabad,https://housing.com/in/buy/projects/page/220475-eros-belvedere-tower-by-eros-group-in-dlf-phase-3
r144579,RDP Shanti Luxuria,Navi Mumbai,https://housing.com/in/buy/projects/page/8169-rdp-shanti-luxuria-by-rdp-realtores-in-shilgaon
r341315,Radiance Suprema,Chennai North,https://housing.com/in/buy/projects/page/226709-radiance-suprema-by-radiance-realty-developers-india-ltd-in-madhavaram
r374293,Fortune Sonthalia Sky Villas,Hyderabad,https://housing.com/in/buy/projects/page/235817-sri-fortune-sonthalia-sky-villas-by-sri-sreenivasa-infra-in-kokapet
r11712,DLF Princeton Estate,Gurgaon,https://housing.com/in/buy/projects/page/58520-dlf-princeton-estate-by-dlf-in-sector-53
r257934,Prithvi Pride,Mira Bhayandar,https://housing.com/in/buy/projects/page/328057-prithvi-pride-by-prithvi-group-in-mira-road-east
r308931,Delta Tower 2,Navi Mumbai,https://housing.com/in/buy/projects/page/35888-balaji-delta-tower-2-by-balaji-group-in-ulwe
r16182,Puri The Pranayam,Faridabad,https://housing.com/in/buy/projects/page/6509-puri-pranayam-by-puri-constructions-pvt-ltd-in-sector-85
r428385,Himaja Elite Brundavan,Vijayawada,https://housing.com/in/buy/projects/page/328164-himaja-elite-brundavan-by-himaja-constructions-p-ltd-in-gannavaram
r380451,KG House of Champions,Chennai South,https://housing.com/in/buy/projects/page/264553-kg-house-of-champions-by-kg-builders-in-perumbakkam
r438133,CH Pride Stone,Navi Mumbai,https://housing.com/in/buy/projects/page/339615-ch-pridestone-by-ch-hospitality-llp-in-panvel
r268137,Runwal Timeless,South Mumbai,https://housing.com/in/buy/projects/page/39717-runwal-timeless-by-runwal-in-sion
r20524,Hiranandani Avalon,Central Mumbai,https://housing.com/in/buy/projects/page/222254-hiranandani-avalon-by-hiranandani-communities-in-powai
r28876,Wave Dream Homes,Ghaziabad,https://housing.com/in/buy/projects/page/1792-uchdpl-dream-homes-by-uppal-chadha-hi-tech-developers-pvt-ltd-in-wave-city
r352345,Subishi IRIS Luxury Homes,Hyderabad,https://housing.com/in/buy/projects/page/232116-subishi-iris-luxury-homes-by-subishi-infra-in-mokila
r384964,Sheth Vasant Blossom,Western Mumbai,https://housing.com/in/buy/projects/page/271675-sheth-vasantoasis-blossom-bldg-20-wing-a-and-wing-b-by-sheth-creators-in-andheri-east
r78371,Divyansh Onyx,Ghaziabad,https://housing.com/in/buy/projects/page/30573-divyansh-onyx-block-d2-and-d3-by-divyansh-infraheight-pvt-ltd-in-mahurali
r225681,Pooja Apartment,Guwahati,https://housing.com/buy-baruah-pooja-apartment-by-baruah-construction-in-azara-guwahati-pid-246022
r406633,Future Crystal Corner,Navi Mumbai,https://housing.com/in/buy/projects/page/321204-future-crystal-corner-by-future-icon-builders-llp-in-kharghar
r122419,Luxuria Heights,Kolkata Central,https://housing.com/buy-sattva-luxuria-heights-by-sattva-group-in-tangra-kolkata-pid-36769
r309707,Silveroak Saisha,Pune West,https://housing.com/in/buy/projects/page/123937-saisha-b-wing-and-c-wing-by-silver-oak-buildcon-in-punawale
r379365,Crescent Nexus Ascent,Western Mumbai,https://housing.com/in/buy/projects/page/262489-crescent-nexus-ascent-by-ascent-infraspace-private-limited-in-santacruz-east
r422308,RR Oak Tree,Coimbatore,https://housing.com/buy-rr-oak-tree-by-rr-builders-and-developers-in-madukkarai-coimbatore-pid-315144
r315391,Regency Anantam,Thane Outskirts,https://housing.com/in/buy/projects/page/283154-regency-anantam-by-regency-group-in-dombivli-east
r296473,Platinum Life,Western Mumbai,https://housing.com/in/buy/projects/page/96407-platinum-life-by-platinum-corp-in-andheri-west
r403399,AS Asteria,Gandhinagar,https://housing.com/buy-asteria-by-atishay-shivalay-group-in-koba-gandhinagar-gujarat-pid-292182
r405086,Shreeji Meadows 83,Central Mumbai,https://housing.com/in/buy/projects/page/291645-shreeji-meadows-83-by-shreeji-realtors-in-vikhroli-west
r7142,Rustomjee Summit,Western Mumbai,https://housing.com/in/buy/projects/page/38351-rustomjee-summit-by-rustomjee-builders-in-borivali-east
r741,Oberoi Splendor,Western Mumbai,https://housing.com/in/buy/projects/page/182891-oberoi-splendor-by-oberoi-realty-limited-in-jogeshwari-east
r432866,NRI Retreat Apartment,Lucknow,https://housing.com/buy-arpit-yadav-nri-retreat-apartment-by-arpit-yadav-yasharth-vikram-in-sultanpur-road-lucknow-pid-330513/directions
r259169,Godrej Avenues,Bangalore North,https://housing.com/in/buy/projects/page/45063-godrej-avenues-by-godrej-properties-ltd-in-muddanahalli
r11,Parsvnath Exotica,Gurgaon,https://housing.com/in/buy/projects/page/3633-parsvnath-exotica-by-parsvnath-developers-ltd-in-dlf-phase-5
r316443,True The North,Ahmedabad West,https://housing.com/buy-true-the-north-by-true-value-nirman-in-ambli-ahmedabad-pid-127433
r394878,Aaiji Crystal,Pune East,https://housing.com/in/buy/projects/page/285773-aaiji-crystal-by-aaiji-group-in-tingre-nagar
r381799,DRA D Elite,Chennai South,https://housing.com/in/buy/projects/page/265616-dra-d-elite-by-dra-group-in-sholinganallur
r438364,Sri Sri Luxury Builder Floor,Ghaziabad,https://housing.com/in/buy/projects/page/319146-sri-sri-homz-affordable-floors-by-sri-sri-homz-in-surya-nagar
r391619,Shree Ram Lalla Niwas Apartment,Nasik,https://housing.com/buy-shree-ram-lalla-niwas-by-lalit-roongta-group-in-indira-nagar-nashik-pid-289291
r428035,Onella Sai Kohinoor Grand,Lucknow,https://housing.com/in/buy/projects/page/320955-onella-sai-kohinoor-grand-by-onella-realty-private-limited-in-palhari
r404274,HR Eliseo,Ahmedabad West,https://housing.com/buy-hr-eliseo-by-hr-group-ahmedabad-in-shela-ahmedabad-pid-296480
r373932,Ajmera Greenfinity,South Mumbai,https://housing.com/in/buy/projects/page/254276-ajmera-greenfinity-by-ajmera-group-in-wadala-east
r396807,Sethia Pride,Western Mumbai,https://housing.com/in/buy/projects/page/320591-sethia-pride-wing-b-by-sethia-infrastructure-in-kandivali-east
r398066,Avadh Ercole,Surat,https://housing.com/buy-avadh-ercole-by-avadh-infrabuild-in-vesu-surat-pid-334597
