PRM/KA/RERA/1265/347/PR/071124/007201,TEMPLE BELLS,Partnership Firm,KOLAR,BRIGHT PROJECTS,Plotted Development,31-05-2027,APPROVED,"Sy No. 226, 242 & 244 of Alambadi Village, , Lakkur Hobli, Malur Taluk, , Maluru , Kolar, Karnataka - 563160",,,,,,,,,
PRM/KA/RERA/1257/334/PR/290423/005898,PRISTINE,Proprietorship Firm,DAKSHINA KANNADA,LAND TRADES BUILDERS AND DEVELOPERS,Mixed Development,30-05-2028,APPROVED,,,,,,,,,,
PRM/KA/RERA/1257/334/PR/260924/007081,SHAKTHI HEIGHTS,Company,DAKSHINA KANNADA,"NIDHI LAND INFRASTRUCTURE DEVELOPERS INDIA (P) LTD.,",Mixed Development,30-06-2031,APPROVED,,,,,,,,,,
PRM/KA/RERA/1257/334/PR/240822/005188,BHARATHI SOWPARNIKA,Proprietorship Firm,DAKSHINA KANNADA,BHARATHI BUILDERS AND DEVELOPERS,Residential/Group Housing,31-12-2029,APPROVED,"DETAILED PLAN SHOWING RESIDENTIAL/COMMERCIAL APARTMENT BUILDING IN AT , S.N 32/10P, 32/11P PADAVU VILLAGE, MANGALORE , Mangalore , Dakshina Kannada, Karnataka - 575001",,,,,,,,,
PRM/KA/RERA/1257/334/PR/211223/006506,SHALIMAR ALTIUS,Partnership Firm,DAKSHINA KANNADA,SHALIMAR REALTY HOLDINGS,Mixed Development,30-09-2028,APPROVED,,,,,,,,,,
PRM/KA/RERA/1257/334/PR/201106/003690,VAILANKANNI'S HEIGHTS,Partnership Firm,DAKSHINA KANNADA,SL INDUSTRIES,Residential/Group Housing,31-12-2024,APPROVED,"SY.NO.97/1,VAILANKANNI HEIGHTS, , ACHUKODY, BONDEL",RESIDENTIAL FLAT,13923SqMtr,1166SqMtr,184,1166SqMtr,,,,
PRM/KA/RERA/1257/334/PR/200219/003287,REDBRICKS PALM HILLS BLOCK B AND BLOCK C,Company,DAKSHINA KANNADA,REDBRICKS DWELLINGS AND INFRAPROJECTS PVT LTD,Residential/Group Housing,30-09-2032,APPROVED,"NH 169 KULSHEKAR CHOWKI, KULSHEKAR MANGALORE",,,,,,,,,
PRM/KA/RERA/1257/334/PR/190913/002849,ASHA CITY,Company,DAKSHINA KANNADA,YAMUNA HOMES AND DESIGN PRIVATE LIMITED,Plotted Development,28-11-2021,APPROVED,Asha City,,,,,,,,Not found,Not found
PRM/KA/RERA/1257/334/PR/180905/001999,THE MARIAN PARK,Partnership Firm,DAKSHINA KANNADA,MARIAN PROJECTS PVT LTD,Mixed Development,30-09-2024,APPROVED,"Kadri Village, Kadri",,,,,,,,,
PRM/KA/RERA/1257/334/PR/180823/006175,POORVI ESTELLA,Company,DAKSHINA KANNADA,POORVI HOUSING DEVELOPMENT COMPANY PVT. LTD.,Residential/Group Housing,29-02-2028,APPROVED,,,,,,,,,,
PRM/KA/RERA/1257/334/PR/171214/001457,GREENFIELD MEADOWS,Partnership Firm,DAKSHINA KANNADA,GREENFIELD LIFEPARK,Plotted Development,31-08-2019,APPROVED,"Behind NITK, Surathkal",,,,,,,,,
PRM/KA/RERA/1257/334/PR/171214/001428,REDBRICKS PALM HILLS BLOCK A,Company,DAKSHINA KANNADA,REDBRICKS DWELLINGS & INFRAPROJECTS PVT LTD,Mixed Development,30-06-2019,APPROVED,"Redbricks Palm Hills, NH169, Kulshekar Chowki, , Kulshekar, Mangalore",,,,,,,,Not found,Not found
PRM/KA/RERA/1257/334/PR/171021/000437,PRESTIGE VALLEY CREST PHASE 2,Company,DAKSHINA KANNADA,PRESTIGE ESTATES CONSTRUCTIONS LIMITED,Residential/Group Housing,30-07-2023,APPROVED,"SY NO 31-3, 31-4,31-5A, 31-1C2, 31-1D2, 31-1E2-, 31-1F2, 31-1G2, 31-1H1, 31-1H2, 31-1/1,31-1/3,32-1, KHADRI VILLAGESY NO 39-1,39-3, 39/3,39/8B,39-10,41-1A1, KODIALBAIL VILLAGE BEJAI MUSEUM ROAD, MANGALORE",APARTMENTQ,20561SqMtr,32SqMtr,250,1014SqMtr,,,,
PRM/KA/RERA/1257/334/PR/171014/000388,PRESTIGE VALLEY CREST PHASE I,Company,DAKSHINA KANNADA,PRESTIGE ESTATES PROJECTS LIMTED,Residential/Group Housing,30-03-2023,APPROVED,"SY NO 31-3, 31-4, 31-5A, 31-1C2, 31-1D2, 31-1E2, 31-1F2,31-1G2, 31-1H1, 31-1H2, 31-1/1, 31-1/3, 32-1, KADHIRI VILLAGE, AND SURVEY NUMBER 39-1,39-3,39/3,39/8B,39-10,41,41-1A1,KODIALBAIL VILLAGE, BEJAI-MUSEUM, MANGALORE-",APARTMENT,21386SqMtr,32SqMtr,260,1055SqMtr,,,,
PRM/KA/RERA/1257/334/PR/101122/005436,SANKALP,Company,DAKSHINA KANNADA,NIDHI LAND INFRASTRUCTURE DEVELOPERS INDIA PVT LTD,Mixed Development,26-05-2025,APPROVED,,,,,,,,,,
PRM/KA/RERA/1257/334/PR/101023/006310,LUCENT,Company,DAKSHINA KANNADA,M/S MOHTISHAM COMPLEXES PVT LTD,Residential/Group Housing,30-07-2027,APPROVED,,,,,,,,,,
PRM/KA/RERA/1257/334/PR/100222/004694,ALLEGRO AVENTUS,Proprietorship Firm,DAKSHINA KANNADA,ALLEGRO BUILDERS AND DEVELOPERS,Residential/Group Housing,31-12-2026,APPROVED,,,,,,,,,,
PRM/KA/RERA/1257/334/PR/040524/006849,MAHALAXMI,Proprietorship,DAKSHINA KANNADA,LAND TRADES BUILDERS AND DEVELOPERS,Mixed Development,01-06-2028,APPROVED,,,,,,,,,,
PRM/KA/RERA/1257/334/PR/011024/007106,SMRITHI HEIGHTS,Company,DAKSHINA KANNADA,"NIDHI LAND INFRASTRUCTURE DEVELOPERS INDIA (P) LTD.,",Mixed Development,30-06-2029,APPROVED,,,,,,,,,,
PRM/KA/RERA/1254/465/PR/220623/006010,VAIBHAV UPAVAN PHASE 2,Partnership Firm,CHIKKABALLAPURA,VYAS VAIBHAV VENTURES LLP,Plotted Development,31-12-2024,APPROVED,"Sy No. 5/3, 5/4, 5/7, 5/8, 5/9 Situated in Kariyanapura Village, , Jangamakote Hobli, Shidlagatta Taluk , Sidlaghatta , Chikkaballapura, Karnataka - 562105",,,,,,,,Not found,Not found
PRM/KA/RERA/1254/465/PR/200811/003509,VAIBHAV UPAVAN PHASE-1,Partnership Firm,CHIKKABALLAPURA,INFO.VAIBHAVUPAVAN@GMAIL.COM,Plotted Development,30-09-2024,APPROVED,"VAIBHAV UPAVAN PHASE-1, SY NO 12/1 & 12/2 OF KARIYANAPURA VILLAGE, JANGAMAKOTE HOBLI, SIDLAGHATTA TALUK, CHIKKABALLAPURA DIST",,,,,,,,Not found,Not found
PRM/KA/RERA/1254/465/PR/200224/006648,VAIBHAV UPAVAN PHASE 3,Partnership Firm,CHIKKABALLAPURA,SANVI VAIBHAV PROJECTS LLP,Plotted Development,30-06-2025,APPROVED,"SY NO 13/2, KARIYANAPURA VILLAGE, JANGAMAKOTE HOBLI , SHIDLAGHATTA , Sidlaghatta , Chikkaballapura, Karnataka - 562102",,,,,,,,,
PRM/KA/RERA/1254/460/PR/180521/001784,CONCORDE HILL CREST,Partnership Firm,CHIKKABALLAPURA,CONCORDE SYLVAN VIEW,Plotted Development,30-04-2022,APPROVED,"Sy No.3/4,3/6 and other of Reddy Gollavarahali village and Sy No.47/1, 47/2 and others of Byappanahalli village, Kasaba Hobli, Chikkaballapur Taluk",,,,,,,,Not found,Not found
PRM/KA/RERA/1254/460/PR/120922/005232,CONCORDE HILL CREST PHASE II,Partnership Firm,CHIKKABALLAPURA,CONCORDE SYLVAN VIEW,Plotted Development,31-10-2026,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/472/PR/280324/006742,AXIS OAKLYN,Company,BENGALURU URBAN,AXIS CONCEPT CONSTRUCTION PVT LTD,Residential/Group Housing,31-03-2027,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/472/PR/251024/007176,RANKA ANKURA,Company,BENGALURU URBAN,RANKA PROPERTIES PRIVATE LIMITED,Residential/Group Housing,31-12-2029,APPROVED,"RANKA ANKURA, KHATA NO. 7/83/2, 82/2, 84/2 , BELLAHALLI VILLAGE, THANISANDRA MAIN ROAD, BANGALORE , Yelahanka , Bengaluru Urban, Karnataka - 560064",,,,,,,,,
PRM/KA/RERA/1251/472/PR/250322/004785,ASSETZ SOHO & SKY,Company,BENGALURU URBAN,APG IMPERIAL HOMES PRIVATE LIMITED,Residential/Group Housing,30-09-2026,APPROVED,"SY.NO.14/1(P), 14/2(P), 15/1(P), 15/2, 15/3, 15/4, 15/5(P), 16/2(P), 61/1 AND 61/3 , SRIRAMPURA VILLAGE YELAHANKA HOBLI , Yelahanka , Bengaluru Urban, Karnataka - 560064",,,,,,,,,
PRM/KA/RERA/1251/472/PR/220922/005264,TRENDSQUARES ORTUS III,Partnership Firm,BENGALURU URBAN,M/S TRENDSQUARES CONSTRUCTIONS,Residential/Group Housing,31-12-2028,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/472/PR/220214/004695,LAND CAPITAL CALISTA,Partnership Firm,BENGALURU URBAN,LAND CAPITAL PROJECTS,Residential/Group Housing,31-12-2025,APPROVED,"KHATHA NO.552/57/1, ATTUR VILLAGE, YELAHANKA HOBLI,, BANGALORE NORTH TALUK,WARD NO -03",3 BHK,3677SqMtr,0SqMtr,48,366SqMtr,,,,
PRM/KA/RERA/1251/472/PR/210731/004208,NIKOO HOMES IV,Company,BENGALURU URBAN,BHARTIYA URBAN PRIVATE LIMITED,Residential/Group Housing,31-07-2025,APPROVED,"Khatha No.6/1, Sy No. 47, Chokkanahalli Village, Off. Thanisandra Main Road",Residential,57386SqMtr,0SqMtr,716,31576SqMtr,,,,
PRM/KA/RERA/1251/472/PR/210409/004117,ADARSH GREENS PHASE 2,Company,BENGALURU URBAN,ADARSH HAVEN PRIVATE LIMITED,Residential/Group Housing,31-05-2025,APPROVED,"KHATA NO.783, SURVEY NO. 3 & 9, GASTHI KEMPANAHALLI VILLAGE , YELAHANKA HOBLI, BENGALURU NORTH TALUQ.",2BHK,59SqMtr,0SqMtr,1042,5SqMtr,,,,
PRM/KA/RERA/1251/472/PR/200515/003406,ARVIND BEL AIR,Company,BENGALURU URBAN,ARVIND HEBBAL HOMES PRIVATE LIMITED,Residential/Group Housing,30-06-2026,APPROVED,"Survey no 52/3, Opp GKVK Campus, New Town Road, Yelahanka, North Bengaluru","2 BHK, 2.5 BHK and 3 BHK Apartments",28202SqMtr,0SqMtr,334,1426SqMtr,,,,
PRM/KA/RERA/1251/472/PR/191206/003056,PRESTIGE FINSBURY PARK - REGENT,Partnership Firm,BENGALURU URBAN,APEX REALTY VENTURES LLP,Residential/Group Housing,30-03-2024,APPROVED,"Plot No. R-6-Part-1, in Hitech Defence & Aerospace Park, Sy. Nos. Parts of 429 & 462, of Bagalur Village, Jala Hobli, Bangalore North, Yelahanka Taluk, Bangalore District",Residential Apartment,85543SqMtr,0SqMtr,958,5505SqMtr,,,,
PRM/KA/RERA/1251/472/PR/191206/003055,PRESTIGE FINSBURY PARK - HYDE,Partnership Firm,BENGALURU URBAN,APEX REALTY VENTURES LLP,Residential/Group Housing,30-03-2024,APPROVED,"Plot No.R-6, Part, Hi-Tech, Defence and Aerospace Park, Bagalur and Hoovinayakanahalli Villages, Jala Hobli",Residential,114450SqMtr,0SqMtr,2092,7030SqMtr,,,,
PRM/KA/RERA/1251/472/PR/190427/002540,GALLIUM AT BRIGADE EL DORADO,Company,BENGALURU URBAN,BRIGADE TETRARCH PRIVATE LIMITED,Residential/Group Housing,30-09-2024,APPROVED,"Plot No. R-8 (Hardware Sector) Hitech, Defence & Aerospace Park, Bengaluru, comprised in Survey No. 177 (P) of Bagalur, Jala Hobli",2 BEDROOM + 2 TOILET,43SqMtr,0SqMtr,190,2SqMtr,,,,
PRM/KA/RERA/1251/472/PR/190204/002350,PURVA ATMOSPHERE,Company,BENGALURU URBAN,PURAVANKARA LIMITED,Residential/Group Housing,30-12-2025,APPROVED,"Khata 479/95/1 Thanisandra Main Road, K R Puram Hobli",2BHK Type 3A,82SqMtr,0SqMtr,43,3SqMtr,,,,
PRM/KA/RERA/1251/472/PR/180728/001967,PEACE PARAMOUNT,Partnership Firm,BENGALURU URBAN,A PEACE PROJECTS LLP,Residential/Group Housing,31-12-2021,APPROVED,"MUNICIPAL CORPORATION NO. 274/90/1B2/97/1B2, K G ANANTAPURA VILLAGE, YELAHANKA",,,,,,,,Not found,Not found
PRM/KA/RERA/1251/472/PR/160124/006543,NIKOO HOMES VI - PHASE - 1,Company,BENGALURU URBAN,BHARTIYA URBAN PRIVATE LIMITED,Residential/Group Housing,31-01-2029,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/472/PR/100823/006138,SRI BALAJI SERENE,Partnership Firm,BENGALURU URBAN,SRI BALAJI STRUCTURES,Residential/Group Housing,31-12-2026,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/472/PR/090824/006967,DOWN BY THE WATER,Company,BENGALURU URBAN,TOTAL ENVIRONMENT BUILDING SYSTEMS PVT LTD,Residential/Group Housing,31-05-2031,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/472/PR/070323/005769,SUMUK SQUARE,Partnership Firm,BENGALURU URBAN,SUMUK PROJECTS,Residential/Group Housing,25-08-2026,APPROVED,"SY NO 55/5 JARAKEBHANDEKAVAL VILLAGE YELAHANKA HOBLI , YELAHANKA TALUK BANGALORE , Yelahanka , Bengaluru Urban, Karnataka - 560097",,,,,,,,,
PRM/KA/RERA/1251/472/PR/060924/007009,SATTVA LUMINA,Company,BENGALURU URBAN,SATTVA RESI PRIVATE LIMITED,Residential/Group Housing,01-11-2029,APPROVED,"Sy. No.20/2, 20/3, 20/4, 20/5, 28/2, 28/4, 28/5, 29/1, 30/1, 30/2, 30/3, 30/4 and 30/5 of Rajanukunte Village , Hesaraghatta Hobli, Yelahanka Taluk , Yelahanka , Bengaluru Urban, Karnataka - 560064",,,,,,,,,
PRM/KA/RERA/1251/472/PR/050224/006611,NORTH PARK,Partnership Firm,BENGALURU URBAN,MAX GLOBAL DEVELOPERS,Residential/Group Housing,31-12-2028,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/311224/007332,LORVEN CASCADE GARDEN,Partnership Firm,BENGALURU URBAN,LORVEN VENTURES,Residential/Group Housing,28-12-2028,APPROVED,"@ KATHA NO 82/598/548/116/2/1 SY NO 116/8,116/6,116/7,116/9,116/5,116/2,116/4 of , Nagondanahalli Village, BBMP Ward No. 84 , Bengaluru East , Bengaluru Urban, Karnataka - 560066",,,,,,,,,
PRM/KA/RERA/1251/446/PR/310322/004799,SOBHA SENTOSA PHASE 4 WING 1 AND 2,Company,BENGALURU URBAN,SOBHA LIMITED,Residential/Group Housing,31-12-2027,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/310322/004798,SOBHA SENTOSA PHASE 3 WING 3 AND 4,Company,BENGALURU URBAN,SOBHA LIMITED,Residential/Group Housing,30-06-2027,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/310322/004797,SOBHA SENTOSA PHASE 2 WING 5 AND 6,Company,BENGALURU URBAN,SOBHA LIMITED,Residential/Group Housing,31-12-2026,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/310322/004796,SOBHA SENTOSA PHASE 1 WING 7,Company,BENGALURU URBAN,SOBHA LIMITED,Residential/Group Housing,30-06-2026,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/300924/007105,GODREJ LAKESIDE ORCHARD,Company,BENGALURU URBAN,GODREJ PROPERTIES LIMITED,Residential/Group Housing,30-09-2030,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/300323/005832,EON AKASH B & C,Partnership Firm,BENGALURU URBAN,ECO LIFE DEVELOPERS,Residential/Group Housing,31-07-2026,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/300124/006601,ASSETZ 66 & SHIBUI,Company,BENGALURU URBAN,APG ENVIRONMENT HOMES PRIVATE LIMITED,Residential/Group Housing,30-06-2028,APPROVED,"Sy. No. 3/3 (Old Sy. No. 3/1A1 and 3/1A1a) , K R Puram Hobli, Bengaluru East Taluk, Bengaluru Urban District Whitefield Village , Bengaluru East , Bengaluru Urban, Karnataka - 560066",,,,,,,,,
PRM/KA/RERA/1251/446/PR/300124/006599,SREE ADITHYA LOTUS PARK,Partnership Firm,BENGALURU URBAN,SREE ADITHYA DEVELOPERS,Residential/Group Housing,30-09-2026,APPROVED,"Old Sy No.18/2, New Converted Sy.No.18/9 and New Converted Sy.No.18/10, , Common BBMP Katha No.1122/18/9 & 18/10/219, Situated at Seegehalli Village, KR Puram Hobli, Bangalore East Taluk , Bengaluru East , Bengaluru Urban, Karnataka - 560049",,,,,,,,,
PRM/KA/RERA/1251/446/PR/290224/006660,PRESTIGE SOMERVILLE,Company,BENGALURU URBAN,PRESTIGE ESTATES PROJECTS LTD,Residential/Group Housing,31-12-2027,APPROVED,"PROPOSED RESIDENTIAL APARTMENT ON KATHA NO. NO.1012/649, SY NO.39/2, 39/3, 39/4, 40/1, 40/2, 48/6A, 48/6B, 48/7, 48/8, 48/9, 48/10, 48/11, 48/12, , 48/13, 48/14, 48/15, 39/1, 40/5, 40/6, 38/1, 38/2, 38/3, 38/4, 38/5, 40/3, 41/2, 41/3, 41/4, 41/5, 41/6, 41/8, WARD NO. 84, RAMAGONDANAHALLI VILLAGE, VARTHUR HOBLI, BANGALORE EAST TALUK BANGALORE , Bengaluru East , Bengaluru Urban, Karnataka - 560066",,,,,,,,,
PRM/KA/RERA/1251/446/PR/281222/005565,PURSUIT OF A RADICAL RHAPSODY TOWER 5,Company,BENGALURU URBAN,TOTAL ENVIRONMENT HABITAT PVT. LTD.,Residential/Group Housing,01-12-2029,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/280324/006759,DSR THE COURTYARD,Partnership Firm,BENGALURU URBAN,DSR INFRAPROJECTS,Residential/Group Housing,22-02-2027,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/280222/004738,FOLIUM BY SUMADHURA PHASE-I,Company,BENGALURU URBAN,SUMADHURA INFRACON PRIVATE LIMITED,Residential/Group Housing,30-06-2025,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/280222/004736,GODREJ PARK RETREAT,Company,BENGALURU URBAN,GODREJ PROPERTIES LIMITED,Residential/Group Housing,27-02-2027,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/270824/006981,PRESTIGE RAINTREE PARK,Company,BENGALURU URBAN,PRESTIGE ESTATES PROJECTS LTD,Residential/Group Housing,31-12-2028,APPROVED,"KATHA NO.1233, SY NO. 112/48, 19/1, 19/2, 20, 21/1, 21/2, 21/3, 21/4, 21/5A, 21/5B, 21/6, 21/7,and other survey numbers of RAMGONDANAHALLI VILLAGE , SY NO. 348/1, 348/2, 348/3, 348/4, 348/5, 348/6, 348/7, 349/2, 3, 350/1, 350/2, 350/3, 350/4, 350/5, 351/1, 351/2, 351/3, 351/4, 352/2, 353/1P, 353/2A, 353/2B, 353/3 OF AMANI BELLANDUR KHANE VILLAGE , Bengaluru East , Bengaluru Urban, Karnataka - 560001",,,,,,,,,
PRM/KA/RERA/1251/446/PR/261224/007320,MEDA EAST WINDS,Proprietorship,BENGALURU URBAN,MEDA PROJECTS,Residential/Group Housing,30-12-2028,APPROVED,"SY.NO:12/1, 12/2, 12/3, 15/2, 15/3 & 15/4, PANATHUR VILLAGE, VARTHUR HOBLI, BANGALORE EAST TALUK, WARD NO.149, BANGALORE.- 560087 , SY.NO:12/1, 12/2, 12/3, 15/2, 15/3 & 15/4, PANATHUR VILLAGE, VARTHUR HOBLI, BANGALORE EAST TALUK, WARD NO.149, BANGALORE.- 560087 , Bengaluru East , Bengaluru Urban, Karnataka - 560087",,,,,,,,,
PRM/KA/RERA/1251/446/PR/250423/005893,FOLIUM BY SUMADHURA PHASE-II,Company,BENGALURU URBAN,SUMADHURA INFRACON PRIVATE LIMITED,Residential/Group Housing,31-12-2025,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/250423/005893,FOLIUM BY SUMADHURA PHASE-II,Company,BENGALURU URBAN,SUMADHURA INFRACON PRIVATE LIMITED,Residential/Group Housing,31-12-2025,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/250222/004731,ASPIRE AMBER,Partnership Firm,BENGALURU URBAN,SUMADHURA HOMES LLP,Residential/Group Housing,31-12-2024,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/250123/005667,PRESTIGE ELM PARK,Company,BENGALURU URBAN,PRESTIGE ESTATES PROJECTS LTD,Residential/Group Housing,14-08-2026,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/240723/006088,ENGRACE 3,Partnership Firm,BENGALURU URBAN,MODERN SPACES,Residential/Group Housing,01-06-2026,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/240723/006088,ENGRACE 3,Partnership Firm,BENGALURU URBAN,MODERN SPACES,Residential/Group Housing,01-06-2026,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/240306/006662,DNR ARISTA PHASE 2,Partnership Firm,BENGALURU URBAN,INESA VENTURES LLP,Residential/Group Housing,31-12-2025,APPROVED,"Katha No. 1743/18/1C, Kaikondarahalli Village, Varthur Hobli, Bangalore East Taluk",4BHK,2448SqMtr,0SqMtr,12,225SqMtr,,,,
PRM/KA/RERA/1251/446/PR/240122/004655,63 DEGREE EAST - TOWER F,Company,BENGALURU URBAN,APG INTELLI HOMES PRIVATE LIMITED,Residential/Group Housing,31-07-2025,APPROVED,"Survey No. 69/1, 69/2, 69/3, 69/4 and 171 , Near Bangalore Technological Institute (BTI), Off Sarjapur Road , Bengaluru East , Bengaluru Urban, Karnataka - 560035",,,,,,,,,
