XID,Project Name,City,Builder website,Project Page (Not CP),magicbricks.com link,Magic Bricks Phase 2,Magic Bricks Phase 3,Magic Bricks Phase 4,housing.com link,Housing Phase 2,Housing Phase 3,Housing Phase 4,squareyards.com link,Square Yards  Phase 2,Square Yards  Phase 3,Square Yards  Phase 4,Other phase XID on 99acres
41300,Raheja Imperia,Mumbai,https://www.rahejauniversal.com/residential-projects,NA,https://www.magicbricks.com/raheja-imperia-i-worli-mumbai-pdpid-4d4235303732313638,,,,https://housing.com/in/buy/projects/page/324522-raheja-imperia-by-raheja-universal-in-lower-parel,,,,https://www.squareyards.com/mumbai-residential-property/raheja-imperia/3312/project,,,,
177287,Lodha Amara,Mumbai Thane,https://www.lodhagroup.com/projects/residential-property-in-thane/lodha-amara,NA,https://www.magicbricks.com/lodha-amara-kolshet-road-thane-pdpid-4d4235303931353233,,,,https://housing.com/in/buy/projects/page/35267-lodha-codename-crown-jewel-by-lodha-group-in-kolshet,,,,https://www.squareyards.com/thane-residential-property/lodha-amara/8508/project,,,,
400981,WMI Ashford Regal,Mumbai,NA,NA,https://www.magicbricks.com/wmi-ashford-regal-bhandup-west-mumbai-pdpid-4d4235333535383131,,,,https://housing.com/in/buy/projects/page/287444-ashford-regal-phase-i-wing-a-project-by-ashford-group-builders-in-bhandup-west,https://housing.com/in/buy/projects/page/287497-ashford-regal-phase-ii-wing-b-project-by-ashford-group-builders-in-bhandup-west,https://housing.com/commercial/wmi-ashford-regal-phase-iii-wing-f-project-in-bhandup-west-mumbai-cpid-321319,https://housing.com/in/buy/projects/page/332236-wmi-ashford-regal-phase-iv-wing-c-project-by-wmi-real-estate-developers-llp-in-bhandup-east,https://www.squareyards.com/mumbai-residential-property/ashford-regal/192109/project,,,,
40476,Godrej Platinum,Mumbai,https://www.godrejproperties.com/mumbai/residential/godrej-platinum,NA,https://www.magicbricks.com/godrej-platinum-vikhroli-east-mumbai-pdpid-4d4235303232313331,,,,https://housing.com/in/buy/projects/page/86489-godrej-platinum-by-godrej-properties-ltd-in-vikhroli-east,,,,https://www.squareyards.com/mumbai-residential-property/godrej-platinum-mumbai/3022/project,,,,
389975,Godrej Horizon,Mumbai,https://www.godrejproperties.com/mumbai/residential/godrej-horizon,NA,https://www.magicbricks.com/godrej-horizon-wadala-mumbai-pdpid-4d4235333331363135,,,,https://housing.com/in/buy/projects/page/295243-godrej-horizon-by-godrej-properties-ltd-in-wadala,,,,https://www.squareyards.com/mumbai-residential-property/godrej-horizon-wadala/147340/project,,,,
263555,Piramal Aranya,Mumbai,https://www.piramalrealty.com/project-aranya,https://www.piramalaranya.com/,https://www.magicbricks.com/piramal-aranya-byculla-mumbai-pdpid-4d4235303933313135,,,,https://housing.com/in/buy/projects/page/39640-piramal-aranya-by-piramal-realty-in-byculla,,,,https://www.squareyards.com/mumbai-residential-property/piramal-aranya/8492/project,,,,
1646,Sagar Avenue 2,Mumbai,NA,NA,https://www.magicbricks.com/sagar-avenue-phase-ii-santacruz-east-mumbai-pdpid-4d4235303237323736,,,,https://housing.com/in/buy/projects/page/28603-sagar-avenue-ll-by-sagar-builders-in-santacruz-east,,,,https://www.squareyards.com/mumbai-residential-property/sagar-avenue-phase-2/6644/project,,,,
381691,Sudarshan Landmark,Mumbai,NA,NA,https://www.magicbricks.com/sudarshan-landmark-jogeshwari-east-mumbai-pdpid-4d4235343234353035,,,,https://housing.com/in/buy/projects/page/272369-sudarshan-landmark-by-surdrashan-builder-and-developers-in-jogeshwari-east,,,,https://www.squareyards.com/mumbai-residential-property/sudarshan-landmark/158778/project,,,,
429486,Claremont by Origin,Mumbai,https://originclaremontgoregaoneast.com/,NA,https://www.magicbricks.com/origin-claremont-dindoshi-mumbai-pdpid-4d4235343230393333,,,,https://housing.com/in/buy/projects/page/321522-claremont-by-origin-corp-in-goregaon-east,,,,https://www.squareyards.com/mumbai-residential-property/origin-claremont/248152/project,,,,
74173,Sky City by Oberoi Realty,Mumbai,https://www.oberoirealty.com/residential/sky-city-borivali-east,NA,https://www.magicbricks.com/oberoi-sky-city-borivali-east-mumbai-pdpid-4d4235303836303834,,,,https://housing.com/in/buy/projects/page/131033-oberoi-sky-city-tower-e-by-oberoi-realty-limited-in-borivali-east,,,,https://www.squareyards.com/mumbai-residential-property/oberoi-sky-city/8371/project,,,,
430928,Zodiac Anjaneshwar,Mumbai,https://zodiacventures.in/apartment/anjaneshwar/,NA,https://www.magicbricks.com/zodiac-anjaneshwar-vile-parle-east-mumbai-pdpid-4d4235343139393139,,,,https://housing.com/in/buy/projects/page/315118-zodiac-anjaneshwar-by-zodiac-ventures-in-andheri-east,,,,https://www.squareyards.com/mumbai-residential-property/zodiac-anjaneshwar/312319/project,,,,
389421,Pride Panorama,Mumbai,https://pridepanorama.com/,NA,https://www.magicbricks.com/landcare-pride-panorama-andheri-east-mumbai-pdpid-4d4235343031383933,,,,https://housing.com/in/buy/projects/page/288285-landcare-panorama-by-landcare-realty-llp-in-saki-naka,,,,https://www.squareyards.com/mumbai-residential-property/pride-panorama-mumbai/189130/project,,,,
386352,Thanekar Palacio,Mumbai Thane,NA,NA,https://www.magicbricks.com/thanekar-paradise-badlapur-beyond-thane-pdpid-4d4235313530353939,,,,https://housing.com/in/buy/projects/page/301428-thanekar-palacio-by-thanekar-group-in-badlapur-east,,,,https://www.squareyards.com/thane-residential-property/thanekar-palacio/141930/project,,,,
343707,Mahindra Happinest Kalyan 2,Mumbai Thane,https://www.mahindrahome.com/project/mahindra-happinest-kalyan/index.html,NA,https://www.magicbricks.com/mahindra-happinest-kalyan-2-kalyan-beyond-thane-pdpid-4d4235333235383331,,,,https://housing.com/in/buy/projects/page/228260-mahindra-happinest-kalyan-project-a-by-mahindra-lifespaces-in-bhiwandi,,,,https://www.squareyards.com/thane-residential-property/mahindra-lifespaces-happinest-kalyan-2/25392/project,,,,
243287,Courtyard by Narang Realty and The Wadhwa Group,Mumbai Thane,https://www.wadhwabuilders.com/wadhwa-courtyard/,NA,https://www.magicbricks.com/narang-courtyard-thane-pokharan-road-number-2-thane-pdpid-4d4235313930363537,,,,https://housing.com/in/buy/projects/page/51082-courtyard-by-narang-realty-and-the-wadhwa-group-in-thane-west,,,,https://www.squareyards.com/thane-residential-property/courtyard-by-narang-realty-and-the-wadhwa-group/8337/project,,,,
205909,Shree Krupa Nandanvan Homes,Mumbai Thane,https://shreekrupabuilders.com/,NA,https://www.magicbricks.com/nandanvan-homes-kalwa-thane-pdpid-4d4235303739383232,,,,https://housing.com/in/buy/projects/page/25790-nandanvan-homes-by-shree-krupa-builders-in-thane-west,,,,https://www.squareyards.com/sale/resale-properties-in-shree-krupa-nandanvan-homes-a1-a2-thane,,,,
27954,Marathon Nextown,Mumbai Thane,https://marathon.in/nextown/,NA,https://www.magicbricks.com/marathon-nextown-dombivli-east-beyond-thane-pdpid-4d4235303338333339,,,,https://housing.com/in/buy/projects/page/19983-marathon-nextown-by-marathon-realty-in-padle-gaon,,,,https://www.squareyards.com/thane-residential-property/marathon-nextown-phase-2/26053/project,,,,
168271,Sheth Montana,Mumbai,https://www.sheth-montana.com/?device=c&matchtype=e&keyword=sheth%20montana&target=kwd-382287543498&placement=&loc_physical_ms=1007826&source=ppc&network=g&adposition=&campaignid=20481068768&campaigntype=search&creative=670700648283&gad_source=1&gclid=Cj0KCQjwkZm_BhDrARIsAAEbX1FDkdrPaKD7B0wQngPemHrrj3e8EVmdIgtaXF0lA6pERW_oF7l8vegaAgR9EALw_wcB,NA,https://www.magicbricks.com/sheth-montana-mulund-west-mumbai-pdpid-4d4235303832353731,,,,https://housing.com/new-reco/projectv42/24982?gad_source=1&gclid=Cj0KCQjwkZm_BhDrARIsAAEbX1GPQsjQkH0iCDHAQhc4viw8HzUfrQ_NU6UpwO6DBUYBisCKEcKNpGQaAshNEALw_wcB,,,,https://www.squareyards.com/mumbai-residential-property/sheth-montana/5386/project,,,,
371342,Marathon Neovalley,Mumbai,https://marathon.in/neohomes/neovalley-kaveri/,NA,https://www.magicbricks.com/marathon-neovalley-narmada-bhandup-west-mumbai-pdpid-4d4235343038303733,,,,https://housing.com/in/buy/projects/page/252683-marathon-neovalley-kaveri-by-marathon-realty-in-bhandup-west,,,,https://www.squareyards.com/mumbai-residential-property/marathon-neo-valley/102175/project,,,,
424323,Codename Triumph,Mumbai,https://www.adanirealty.com/residential-projects/mumbai/airica,NA,https://www.magicbricks.com/codename-triumph-tower-1-bhandup-west-mumbai-pdpid-4d4235343230343733,,,,https://housing.com/in/buy/projects/page/317432-adani-codename-triumph-tower-1-by-adani-realty-in-kanjurmarg-west,,,,https://www.squareyards.com/mumbai-residential-property/adani-airica/245769/project,,,,
4146,JP North,Mumbai,https://jp-thepalace.com/?cstm_ppc_keyword=Jp%20north%20mira%20road&cstm_ppc_campaign=Brand_DeveloperLocation&cstm_ppc_channel=Realatte_ThePalace_GoogleSearch_Domestic&utm_term=Jp%20north%20mira%20road&utm_placement=&utm_device=c&utm_campaign=Brand_DeveloperLocation&utm_source=Realatte_ThePalace_GoogleSearch_Domestic&utm_medium=cpc&gad_source=1&gclid=Cj0KCQjwqIm_BhDnARIsAKBYcmubSjqkLpJZogxmvmCVxCvCBYs9jFmWysTc-UuP0DI8NLp1MB2c-B0aAgxKEALw_wcB,NA,https://www.magicbricks.com/jp-north-estella-mira-road-mumbai-pdpid-4d4235313232343231,,,,https://housing.com/in/buy/projects/page/31175-jp-north-by-jp-infra-mumbai-pvt-ltd-in-mira-road-east,,,,https://www.squareyards.com/thane-residential-property/jp-north/10404/project,,,,
14640,Neelam Senroofs,Mumbai,https://neelamsenroof.in/,NA,https://www.magicbricks.com/neelam-senroofs-nahur-east-mumbai-pdpid-4d4235303230313833,,,,https://housing.com/in/buy/projects/page/268955-neelam-senroofs-phase-iii-by-neelam-realtors-in-mulund-east,,,,https://www.squareyards.com/mumbai-residential-property/neelam-senroofs/6380/project,,,,
387255,L and T Elixir Reserve,Mumbai,https://www.lntrealty.com/residences/luxury-2-3-4-bhk-flats-in-elixir-reserve-powai-mumbai/,NA,https://www.magicbricks.com/l&t-elixir-reserve-powai-mumbai-pdpid-4d4235333236323137,,,,https://housing.com/in/buy/projects/page/273808-l-and-t-elixir-reserve-by-lt-realty-in-powai,,,,https://www.squareyards.com/mumbai-residential-property/lnt-elixir-reserve/141429/project,,,,
430231,Godrej Nurture,Mumbai,https://www.godrejproperties.com/mumbai/residential/godrej-nurture,NA,https://www.magicbricks.com/godrej-nurture-bhandup-west-mumbai-pdpid-4d4235343232353633,,,,https://housing.com/in/buy/projects/page/327512-godrej-nurture-by-godrej-properties-ltd-in-bhandup-west,,,,https://www.squareyards.com/mumbai-residential-property/godrej-nurture-mumbai/306678/project,,,,
395412,Ashiana Malhar,Pune,ashianahousing.com,NA,https://www.magicbricks.com/ashiana-malhar-hinjewadi-pune-pdpid-4d4235333334343239,,,,https://housing.com/in/buy/projects/page/306612-ashiana-malhar-by-ashiana-housing-ltd-in-hinjawadi,,,,https://www.squareyards.com/pune-residential-property/ashiana-malhar/166799/project,,,,
394292,Ashwamedh Ratnaprabha,Pune,https://ashwamedhspaces.com/ratnaprabha/,NA,https://www.magicbricks.com/ratna-prabha-apartments-kothrud-pune-pdpid-4d4235303034363539,,,,https://housing.com/in/buy/projects/page/279586-ashwamedh-ratnaprabha-by-ashwamedh-spaces-pvt-ltd-in-kothrud,,,,https://www.squareyards.com/pune-residential-property/ashwamedh-ratnaprabha/212392/project,,,,
417023,Rohan Harita,Pune,https://rohanbuilders.com/pune-homes/harita/,NA,https://www.magicbricks.com/rohan-harita-tathawade-pune-pdpid-4d4235343137343031,,,,https://housing.com/in/buy/projects/page/308367-rohan-harita-phase-1-by-rohan-builders-and-developers-private-limited-in-tathawade,https://housing.com/in/buy/rohan-harita-phase-2-for-resale-in-tathawade-pune-AG7d7bAH0,,,https://www.squareyards.com/pune-residential-property/rohan-harita/233269/project,,,,
433250,Rohan Saroha,Pune,https://rohanbuilders.com/pune-homes/saroha/,NA,https://www.magicbricks.com/rohan-saroha-bhugaon-pune-pdpid-4d4235343234303037,,,,https://housing.com/in/buy/projects/page/330429-rohan-saroha-by-rohan-builders-and-developers-private-limited-in-bhugaon,,,,https://www.squareyards.com/pune-residential-property/rohan-saroha/251914/project,,,,
265661,Aishwaryam Courtyard Gold,Pune,NA,NA,https://www.magicbricks.com/aishwaryam-courtyard-chikhali-pune-pdpid-4d4235303833343835,,,,https://housing.com/in/buy/projects/page/300560-sai-essen-aishwaryam-courtyard-gold-by-essen-group-in-chikhali,,,,https://www.squareyards.com/pune-residential-property/aishwaryam-comfort-gold/101836/project,,,,
435509,Kalpataru Blossoms,Pune,https://www.kalpataru.com/pune/kalpataru-blossoms-sinhagad-road,NA,https://www.magicbricks.com/kalpataru-blossoms-tower-1-sinhgad-road-pune-pdpid-4d4235343235383737,,,,https://housing.com/in/buy/projects/page/333246-kalpataru-blossoms-by-kalpataru-group-in-anand-nagar-sinhagad-road,https://housing.com/in/buy/projects/page/333244-kalpataru-blossoms-tower-2-by-kalpataru-group-in-anand-nagar-sinhagad-road,https://housing.com/in/buy/projects/page/333245-kalpataru-blossoms-tower-3-by-kalpataru-group-in-anand-nagar-sinhagad-road,,https://www.squareyards.com/pune-residential-property/kalpataru-blossoms/324065/project,,,,
402921,Kiran Swastik,Pune,https://www.kirancreators.com/kiran-swastik.php,NA,https://www.magicbricks.com/kiran-swastik-sus-pune-pdpid-4d4235333638303131,,,,https://housing.com/in/buy/projects/page/290975-kiran-swastik-by-kiran-creators-in-sus,,,,https://www.squareyards.com/pune-residential-property/kiran-swastik/210762/project,,,,
413990,Rohan Ekam,Pune,https://rohanbuilders.com/pune-homes/ekam/,NA,https://www.magicbricks.com/rohan-ekam-balewadi-pune-pdpid-4d4235343136353037?source=newhomes&section=image&position=mainsrp,,,,https://housing.com/in/buy/projects/page/326244-rohan-ekam-phase-1-by-rohan-builders-and-developers-private-limited-in-balewadi,,,,https://www.squareyards.com/pune-residential-property/rohan-ekam/229491/project,,,,
1363,Kolte Patil Life Republic,Pune,https://www.koltepatil.com/pune/residential-properties/ongoing/life-republic,NA,https://www.magicbricks.com/kolte-patil-life-republic-hinjewadi-pune-pdpid-4d4235303231313837,,,,https://housing.com/in/buy/projects/page/12897-kolte-patil-life-republic-by-koltepatil-developers-in-hinjawadi,,,,https://www.squareyards.com/pune-residential-property/kolte-patil-life-republic/2187/project,,,,
412967,VTP Dolce Vita,Pune,https://www.vtprealty.in/projects/vtp-dolce-vita-kharadi-pune,NA,https://www.magicbricks.com/vtp-dolce-vita-kharadi-pune-pdpid-4d4235343137303937,,,,https://housing.com/in/buy/projects/page/302705-vtp-dolce-vita-by-vtp-realty-in-kharadi,https://housing.com/in/buy/projects/page/302610-vtp-dolce-vita-phase-1-by-vtp-realty-in-kharadi,https://housing.com/in/buy/projects/page/318673-vtp-dolce-vita-phase-2-by-vtp-realty-in-manjari-budruk,https://housing.com/in/buy/projects/page/318691-vtp-dolce-vita-phase-3-by-vtp-realty-in-belekar-wasti,https://www.squareyards.com/pune-residential-property/vtp-dolce-vita/227405/project,,,,
180629,VTP Bhagyasthan,Pune,NA,NA,https://www.magicbricks.com/vtp-bhagyasthan-talegaon-dabhade-pune-pdpid-4d4235303736313134,,,,https://housing.com/in/buy/projects/page/52588-vtp-bhagyasthan-phase-1-by-vtp-realty-in-yojana-nagar,https://housing.com/in/buy/projects/page/336503-vtp-bhagyasthan-plotting-by-vtp-realty-in-talegaon-dabhade,,,https://www.squareyards.com/pune-residential-property/vtp-bhagyasthan/8459/project,,,,
81486,7 Plumeria Drive,Pune,https://www.namratagroup.com/residential-projects/tathawade/2-3-4-bhk-flats-in-tathawade-pune-7-plumeria-drive,NA,https://www.magicbricks.com/bhandari-7-plumeria-drive-punawale-pune-pdpid-4d4235303732373533,,,,https://housing.com/in/buy/projects/page/51972-bhandari-7-plumeria-drive-phase-1-by-bhandari-associates-in-punawale,https://housing.com/in/buy/projects/page/14058-bhandari-7-plumeria-drive-by-bhandari-associates-in-punawale,,,https://www.squareyards.com/pune-residential-property/bhandari-7-plumeria-drive/7055/project,,,,
416806,Basil Maximus,Pune,NA,NA,https://www.magicbricks.com/basil-maximus-punawale-pune-pdpid-4d4235343137343333,,,,https://housing.com/in/buy/projects/page/301283-basil-maximus-by-basil-in-punawale,https://housing.com/in/buy/projects/page/301160-basil-maximus-wing-d-and-e-by-basil-in-punawale,https://housing.com/in/buy/projects/page/323308-basil-maximus-wing-f-by-basil-in-punawale,,https://www.squareyards.com/pune-residential-property/basil-maximus/225267/project,,,,
371964,Nyati Exuberance,Pune,https://nyatigroup.com/exuberance/,NA,https://www.magicbricks.com/nyati-exuberance-i-undri-pune-pdpid-4d4235323137383733?source=newhomes&section=image&position=mainsrp,,,,https://housing.com/in/buy/projects/page/254013-nyati-exuberance-by-nyati-group-in-mohammed-wadi,https://housing.com/in/buy/projects/page/334651-nyati-exuberance-iii-by-nyati-group-in-undri,https://housing.com/in/buy/projects/page/310504-nyati-exuberance-iv-by-nyati-group-in-undri,,https://www.squareyards.com/pune-residential-property/nyati-exuberance-1/102650/project,,,,
410862,Nyati Emerald,Pune,https://nyatigroup.com/nyati-emerald/,NA,https://www.magicbricks.com/nyati-emerald-baner-pune-pdpid-4d4235343131333531,,,,https://housing.com/in/buy/projects/page/299861-nyati-emerald-by-nyati-group-in-baner,,,,https://www.squareyards.com/pune-residential-property/nyati-emerald/225260/project,,,,
227305,Kohinoor Courtyard One,Pune,https://www.kohinoorpune.com/residential-projects/3bhk-and-2bhk-flats-in-wakad-kohinoor-courtyard-one-phase-2/project-overview,NA,https://www.magicbricks.com/kohinoor-courtyard-one-wakad-pune-pdpid-4d4235333331333133,,,,https://housing.com/in/buy/projects/page/277626-kohinoor-courtyard-one-by-kohinoor-group-in-wakad,,,,https://www.squareyards.com/pune-residential-property/kohinoor-courtyard-one/234633/project,,,,
385408,Nyati Era,Pune,https://nyatigroup.com/nyati_era_2_3_bhk_flats_dhanori_pune/,NA,https://www.magicbricks.com/nyati-era-dhanori-pune-pdpid-4d4235333235383339,,,,https://housing.com/in/buy/projects/page/272278-nyati-era-i-by-nyati-group-in-dhanori,,,,https://www.squareyards.com/pune-residential-property/nyati-era/146906/project,,,,
421806,Mantra Magnus,Pune,https://www.mantraproperties.in/properties/residential/mantra-magnus,NA,https://www.magicbricks.com/mantra-magnus-mundhwa-pune-pdpid-4d4235343138373033,,,,https://housing.com/in/buy/projects/page/314883-mantra-magnus-by-mantra-properties-in-mundhwa,,,,https://www.squareyards.com/pune-residential-property/mantra-magnus/239793/project,,,,
412253,VTP Flamante,Pune,https://www.vtprealty.in/projects/flamante-by-vtp-luxe-kharadi-pune,NA,https://www.magicbricks.com/flamante-by-vtp-luxe-phase-1-kharadi-pune-pdpid-4d4235343135383331,,,,https://housing.com/in/buy/projects/page/302929-flamante-by-vtp-luxe-phase-1-by-vtp-realty-in-kharadi,https://housing.com/in/buy/projects/page/318648-flamante-by-vtp-luxe-phase-2-by-vtp-realty-in-wagholi,,,https://www.squareyards.com/pune-residential-property/vtp-flamante/226927/project,,,,
411200,Kolte 24K Altura,Pune,NA,https://24kliving.com/,https://www.magicbricks.com/kolte-patil-24k-altura-baner-pune-pdpid-4d4235343130393439,,,,https://housing.com/in/buy/projects/page/301387-kolte-patil-24k-altura-tower-a-and-b-by-koltepatil-developers-in-baner,https://housing.com/in/buy/projects/page/300135-kolte-patil-24k-alture-by-koltepatil-developers-in-baner,https://housing.com/in/buy/projects/page/327499-kolte-patil-24k-altura-tower-c-by-koltepatil-developers-in-baner,,https://www.squareyards.com/pune-residential-property/kolte-patil-24k-altura/221458/project,,,,
398586,Ceratec Presidential Towers,Pune,https://ceratecgroup.com/presidential-tower/,NA,https://www.magicbricks.com/ceratec-presidential-towers-ravet-pune-pdpid-4d4235333336333639,,,,https://housing.com/in/buy/projects/page/288142-ceratec-presidential-towers-by-ceratec-group-in-ravet,,,,https://www.squareyards.com/pune-residential-property/ceratec-presidential-towers/180236/project,,,,
4700,Lodha Bella Vita,Pune,https://www.lodhagroup.com/projects/residential-property-in-pune/lodha-bella-vita-nibm,NA,https://www.magicbricks.com/lodha-bella-vita-nibm-road-pune-pdpid-4d4235323938383933,,,,https://housing.com/in/buy/projects/page/303296-lodha-bella-vita-by-lodha-group-in-mohammed-wadi,,,,https://www.squareyards.com/pune-residential-property/lodha-bella-vita/244371/project,,,,
429431,Basil Vrundavan,Pune,NA,https://basilvrundavan.com/,https://www.magicbricks.com/basil-vrundavan-ambegaon-bk-pune-pdpid-4d4235343232333937,,,,https://housing.com/in/buy/projects/page/323496-basil-vrundavan-wing-e-by-basil-in-ambegaon-budruk,,,,https://www.squareyards.com/pune-residential-property/basil-vrundavan/249495/project,,,,
326299,VTP Township Codename Blue Waters,Pune,https://www.vtprealty.in/township/township-codename-bluewaters-mahalunge-hinjawadi-pune,NA,https://www.magicbricks.com/vtp-blue-waters-mahalunge-pune-pdpid-4d4235313232393533,,,,https://housing.com/in/buy/projects/page/144602-vtp-blue-waters-by-vtp-realty-in-mahalunge,,,,https://www.squareyards.com/pune-residential-property/vtp-blue-waters/10459/project,,,,
423182,Pristine O2 World,Pune,https://www.pristinedeveloper.com/pristine-o2-world,NA,https://www.magicbricks.com/pristine-o2-world-part-1-kharadi-pune-pdpid-4d4235343139363633,,,,https://housing.com/in/buy/projects/page/324350-logipark-pristine-o2-world-by-logipark-warehousing-llp-in-wagholi,https://housing.com/in/buy/projects/page/324348-logipark-pristine-o2-world-part-2-by-logipark-warehousing-llp-in-wagholi,https://housing.com/in/buy/projects/page/316950-logipark-pristine-o2-world-part-1-by-logipark-warehousing-llp-in-wagholi,https://housing.com/in/buy/projects/page/343499-logipark-pristine-o2-world-part-4-by-logipark-warehousing-llp-in-wagholi,https://www.squareyards.com/pune-residential-property/pristine-o2-world/245239/project,,,,
388179,VTP Bellissimo,Pune,https://www.vtprealty.in/projects/vtp-bellissimo-hinjewadi-pune,NA,https://www.magicbricks.com/vtp-bellissimo-hinjewadi-pune-pdpid-4d4235333237303033,,,,https://housing.com/in/buy/projects/page/291474-vtp-bellissimo-by-vtp-realty-in-hinjawadi,https://housing.com/in/buy/projects/page/277517-vtp-bellissimo-phase-1-by-vtp-realty-in-hinjawadi,https://housing.com/in/buy/projects/page/291472-vtp-bellissimo-phase-3-by-vtp-realty-in-hinjawadi,https://housing.com/in/buy/projects/page/286658-magnite-vtp-bellissimo-phase-2-by-magnite-developers-private-limited-in-hinjawadi,https://www.squareyards.com/pune-residential-property/vtp-bellissimo/153577/project,,,,
408305,Ram Address One,Pune,https://ramindiagroup.com/,NA,https://www.magicbricks.com/ram-india-address-one-bibwewadi-pune-pdpid-4d4235343039343635,,,,https://housing.com/in/buy/projects/page/301940-address-one-by-ram-india-group-in-bibwewadi,,,,https://www.squareyards.com/pune-residential-property/ram-india-address-one/224723/project,,,,
386817,Shevi Utopia Gold,Pune,https://shevigroup.com/index.html,NA,https://www.magicbricks.com/shevi-utopia-gold-moshi-pune-pdpid-4d4235333334353437,,,,https://housing.com/in/buy/projects/page/272316-shevi-utopia-gold-by-shevi-group-in-moshi,,,,https://www.squareyards.com/pune-residential-property/shevi-utopia-gold/149787/project,,,,
435139,The Reserve ,Pune,NA,NA,https://www.magicbricks.com/the-reserve-mundhwa-pune-pdpid-4d4235343235323235,,,,https://housing.com/in/buy/projects/page/332308-the-reserve-by-lohia-jain-malpani-properties-in-mundhwa,,,,https://www.squareyards.com/pune-residential-property/lohia-jain-the-reserve/312203/project,,,,
70384,Pride World City,Pune,NA,https://www.prideworldcity.com/,https://www.magicbricks.com/pride-world-city-charholi-budruk-pune-pdpid-4d4235303731393838,,,,https://housing.com/in/buy/projects/page/33393-pride-world-city-by-pride-builders-llp-in-charholi-budruk,,,,https://www.squareyards.com/pune-residential-property/pride-world-city/2190/project,,,,
114901,Pethkar Siyona,Pune,NA,https://pethkarsiyona.in/,https://www.magicbricks.com/pethkar-siyona-punawale-pune-pdpid-4d4235303430373239,,,,https://housing.com/in/buy/projects/page/135051-pethkar-siyona-by-pethkar-projects-in-jambhe,,,,https://www.squareyards.com/pune-residential-property/pethkar-siyona/22660/project,,,,
412358,Kohinoor Famville,Pune,https://www.kohinoorpune.com/residential-projects/2bhk-and-3bhk-flats-in-hinjewadi-phase2-kohinoor-famville/project-overview,NA,https://www.magicbricks.com/kohinoor-famville-maan-pune-pdpid-4d4235343133333733,,,,https://housing.com/in/buy/projects/page/302504-kohinoor-famville-by-kohinoor-group-in-maan,,,,https://www.squareyards.com/pune-residential-property/kohinoor-famville/226233/project,,,,
430372,Godrej River Crest,Pune,https://www.godrejproperties.com/pune/residential/godrej-river-crest,NA,https://www.magicbricks.com/godrej-river-crest-kharadi-pune-pdpid-4d4235343232383433,,,,https://housing.com/in/buy/projects/page/327523-godrej-river-crest-by-godrej-properties-ltd-in-kharadi,,,,https://www.squareyards.com/pune-residential-property/godrej-river-crest/306823/project,,,,
386131,Venkatesh Erandwane Central,Pune,https://venkateshbuildcon.com/residential-projects/ongoing/venkatesh-erandwane-central/,NA,https://www.magicbricks.com/venkatesh-erandwane-central-erandwane-pune-pdpid-4d4235333237303135,,,,https://housing.com/in/buy/projects/page/291194-venkatesh-erandwane-central-by-shree-venkatesh-buildcon-in-erandwane,,,,https://www.squareyards.com/pune-residential-property/venkatesh-erandwane-central/158009/project,,,,
319475,Adani Atelier Greens,Pune,https://www.adanirealty.com/residential-projects/pune/atelier-greens,NA,https://www.magicbricks.com/adani-atelier-greens-mundhwa-pune-pdpid-4d4235313232323831,,,,https://housing.com/in/buy/projects/page/128759-adani-atelier-greens-by-adani-realty-in-mundhwa,,,,https://www.squareyards.com/pune-residential-property/adani-atelier-greens/10656/project,,,,
386756,Mantra Mirari,Pune,https://www.mantraproperties.in/properties/residential/mantra-mirari,http://miraribymantra.com/,https://www.magicbricks.com/mantra-mirari-mundhwa-pune-pdpid-4d4235333237303239,,,,https://housing.com/in/buy/projects/page/294377-mantra-mirari-by-mantra-properties-in-mundhwa,,,,https://www.squareyards.com/pune-residential-property/mantra-mirari/123236/project,,,,
100595,Goel Ganga Legend County,Pune,https://www.ggc.co/residential-projects/,NA,https://www.magicbricks.com/goel-ganga-legend-county-bavdhan-pune-pdpid-4d4235303831313939,,,,https://housing.com/in/buy/projects/page/323670-goel-legend-by-goel-ganga-group-in-bavdhan,,,,https://www.squareyards.com/pune-residential-property/goel-ganga-legend/2123/project,,,,
122341,Purva Silversands,Pune,https://www.puravankara.com/residential-projects-pune/purva-silversands/,NA,https://www.magicbricks.com/puravankara-purva-silversands-mundhwa-pune-pdpid-4d4235303735383436,,,,https://housing.com/in/buy/projects/page/51298-puravankara-purva-silversands-phase-1-building-4-to-9-by-puravankara-limited-in-mundhwa,,,,https://www.squareyards.com/pune-residential-property/purva-silversands/34407/project,,,,
20852,Pharande Puneville,Pune,https://pharandespaces.com/residential-projects/puneville/?utm_source=GMBlisting&utm_medium=organic,NA,https://www.magicbricks.com/pharande-puneville-punawale-pune-pdpid-4d4235303236313430,,,,https://housing.com/in/buy/projects/page/2905-pharande-puneville-by-pharande-spaces-in-punawale,,,,https://www.squareyards.com/pune-residential-property/pharande-puneville/2128/project,,,,
