XID,Project Name,City,Housing.com Link
R101061,Safal Glade One,Ahmedabad West,https://housing.com/buy-safal-glade-one-resale-flats-in-pipan-ahmedabad-srpid-AG112vAH0
R10166,Arihant Anmol,Thane Outskirts,https://housing.com/in/buy/projects/page/233137-arihant-aloki-phase-v-by-arihant-superstructures-limited-in-karjat
R106169,Eternia by Oberoi Realty,Central Mumbai,https://housing.com/in/buy/projects/page/53007-oberoi-eternia-towers-a-to-d-by-oberoi-realty-limited-in-mulund-west
R10986,Hiranandani Verona CHS,Central Mumbai,https://housing.com/in/buy/projects/page/33982-hiranandani-verona-chs-by-hiranandani-communities-in-powai
R11008,Hiranandani Glen Dale Apartment,Central Mumbai,https://housing.com/in/buy/projects/page/53987-hiranandani-glen-dale-by-hiranandani-communities-in-powai
R1128,Kalpataru Crest,Central Mumbai,https://housing.com/in/buy/projects/page/52566-kalpataru-crest-wing-b-avalon-by-kalpataru-group-in-bhandup-west
R11354,Palm Avenue,Kolkata South,https://housing.com/buy-palm-avenue-by-reputed-builder-in-ballygunge-kolkata-pid-236513
R11366,L and T Crescent Bay,Mumbai South,https://housing.com/in/buy/projects/page/52051-l-and-t-crescent-bay-t4-by-lt-realty-in-parel
r1148,Tata Primanti,Gurgaon,https://www.tatahousing.com/residential-property-in-gurgaon/tata-primanti
R11656,Unitech Gardens,Kolkata East,https://housing.com/buy-unitech-gardens-by-unitech-limited-in-new-town-kolkata-pid-97232
R1170,Lodha Fiorenza,Western Mumbai,https://housing.com/in/buy/projects/page/52044-lodha-fiorenza-milano-and-roma-by-lodha-group-in-goregaon-east
r1191,M3M Merlin,Gurgaon,https://housing.com/in/buy/projects/page/10392-m3m-merlin-by-m3m-india-pvt-ltd-in-sector-67
R119707,Bengal Peerless Avidipta Phase 2,Kolkata South,https://housing.com/buy-bengal-peerless-avidipta-phase-ii-by-bengal-peerless-housing-in-santoshpur-kolkata-pid-52652
r12072,La Lagune,Gurgaon,https://housing.com/in/buy/abw-la-lagune-for-resale-in-sector-54-gurgaon-AG3yfAH0
R12166,Spaze Privy,Gurgaon,https://housing.com/in/buy/spaze-privy-for-resale-in-sector-72-gurgaon-AGs6tAH0
R12202,Tharwani Rosewood Heights,Navi Mumbai,https://housing.com/rent-tharwani-rosewood-heights-for-rent-in-kharghar-navi-mumbai-rpid-AGjyqAH0
R12206,Uppal Southend,Gurgaon,https://housing.com/in/buy/gurgaon/sector_49_gurgaon
r1222,Royal Velstand Phase 2,Pune East,https://housing.com/in/buy/royal-velstand-phase-2-formerly-kul-scapes-for-resale-in-kharadi-pune-AG7tAH0
R12222,Vatika City,Gurgaon,https://housing.com/in/buy/vatika-city-homes-for-resale-in-sector-83-gurgaon-AGpxvAH0
r12272,Unitech Deerwood Chase,Gurgaon,https://housing.com/in/buy/projects/page/75674-unitech-deerwood-chase-by-unitech-limited-in-sector-50
r1229,DLF Alameda,Gurgaon,https://housing.com/in/buy/projects/page/87367-dlf-alameda-by-dlf-in-sector-73
R122955,Godrej The Trees,Central Mumbai,https://housing.com/in/buy/projects/page/252909-godrej-the-trees-origins-wing-p-to-wing-t-by-godrej-properties-ltd-in-vikhroli-east/brochure
R123001,Godrej Icon,Gurgaon,https://housing.com/in/buy/projects/page/31657-godrej-icon-by-godrej-properties-ltd-in-sector-88a
R12318,Agarwal Aditya Mega City,Ghaziabad,https://housing.com/in/buy/agarwal-aditya-mega-city-for-resale-in-vaibhav-khand-ghaziabad-AG1mhaAH0
R12332,Krishna Apra Gardens,Ghaziabad,https://housing.com/in/buy/projects/page/75791-mapsko-krishna-apra-gardens-by-mapsko-builders-in-indirapuram
R1234,Savvy Swaraaj Sports Living,Ahmedabad North,https://housing.com/buy-savvy-swaraaj-sports-living-by-savvy-infrastructure-in-gota-ahmedabad-pid-15879
R12352,Chitrakoot Dham Apartments,Delhi South West,https://housing.com/in/buy/projects/page/69667-cghs-chitrakoot-dham-by-cghs-group-in-sector-19-dwarka
R12364,CGHS Majestic Apartments,Delhi South West,https://housing.com/in/buy/projects/page/147592-cghs-aaram-by-cghs-group-in-santacruz-east
R12368,AWHO Vivek Vihar,Noida,https://housing.com/rent-army-welfare-organisation-awho-vivek-vihar-for-rent-in-sector-82-noida-rpid-AG366wAH0
R12382,DDA Dwarkadheesh Apartments,Delhi South West,https://housing.com/in/buy/new_delhi/dwarka
R12398,Ratnakar Apartments,Delhi South West,https://housing.com/in/buy/projects/page/47212-cghs-ratnakar-apartments-by-anil-suri-group-in-sector-4-dwarka
R12412,CGHS IDC Apartments,Delhi South West,https://housing.com/in/buy/new_delhi/flat-sector_11_dwarka
R12418,Neptune Living Point,Central Mumbai,https://housing.com/in/buy/projects/page/77727-neptune-living-point-phase-1-by-neptune-group-in-bhandup-west
R12430,Swami Dayanand Appartments,Delhi South West,https://housing.com/in/buy/projects/page/147949-kurmanchal-apartments-by-reputed-builder-in-patparganj
R12440,Vishrantika Apartments,Delhi South West,https://housing.com/in/buy/projects/sector_3_dwarka
R12446,Shri Keshav Kunj Apartments,Delhi South West,https://housing.com/in/buy/projects/sector_17_dwarka
R12450,DDA Rosewood Apartments,Delhi South West,https://housing.com/in/buy/projects/page/92637-dda-rosewood-apartment-by-dda-in-sector-13-dwarka
R12466,Parijat Apartment,Delhi South West,https://housing.com/in/buy/projects/page/79751-saaga-parijat-chs-by-saaga-infra-projects-in-santacruz-west
R12478,CGHS Chanakya Apartments,Delhi South West,https://housing.com/in/buy/projects/page/151267-cghs-guru-apartments-by-cghs-group-in-sector-6-dwarka
R124803,Antriksh Management Apartments,Delhi South West,https://housing.com/in/buy/projects/page/73445-the-antriksh-management-alumni-apartment-by-the-antriksh-group-in-sector-5-dwarka
R12486,Vivekanand Apartments,Delhi South West,https://housing.com/buy-1910-sqft-3-bhk-apartment-in-satellite-for-rs-17000000-rid-13480845
R12488,New Jyoti Apartments,Delhi South West,https://housing.com/in/buy/projects/page/326087-affordable-floors-by-nav-jyoti-homes-by-nav-jyoti-homes-in-mahavir-enclave
R12496,Sant Sunder Dass CGHS,Delhi South West,https://housing.com/in/buy/projects/page/151761-sant-sundar-das-apartments-by-reputed-builder-in-sector-12-dwarka
R12500,Lords CGHS,Delhi South West,https://housing.com/in/buy/projects/page/95902-gulati-lords-apartment-by-gulati-properties-in-sector-19-dwarka
R12504,CGHS Hare Krishna Valley,Delhi South West,https://housing.com/in/buy/projects/page/169264-shri-radha-apartments-by-cghs-group-in-sector-9-dwarka
R12508,CGHS Ircon Employees,Delhi South West,Not Found
R12514,CGHS Joy Apartments,Delhi South West,https://housing.com/in/buy/projects/page/94031-cghs-joy-apartment-by-cghs-group-in-sector-2-dwarka
R12518,Kalka Apartments,Delhi South West,https://housing.com/rent-kalka-apartments-for-rent-in-sector-6-dwarka-new-delhi-rpid-AG38rgAH0
R12530,CGHS Palm Green Apartment,Delhi South West,https://housing.com/in/buy/projects/page/131830-cghs-palm-court-apartment-by-cghs-group-in-sector-19-dwarka
R12536,Azad Hind Apartments,Delhi South West,https://housing.com/in/buy/projects/page/67212-cghs-azad-hind-by-cghs-group-in-sector-9-dwarka
R12538,The Gold Croft CGHS,Delhi South West,https://housing.com/in/buy/resale/page/16773751-3-bhk-penthouse-in-sector-22-dwarka-for-rs-40000000
R12546,DDA Sanskriti Apartments,Delhi South West,https://housing.com/in/buy/projects/page/148300-dda-sanskriti-apartments-by-dda-in-sector-19-dwarka
R12548,Eden Tower Apartment,Delhi South West,https://housing.com/in/buy/projects/page/252685-raymond-ten-x-eden-tower-by-raymond-limited-in-thane-west
R12554,CGHS Airlines Apartments,Delhi South West,https://housing.com/in/buy/projects/page/47209-cghs-gauri-ganesh-apartment-by-anil-suri-group-in-sector-3-dwarka/directions
R12564,DDA Shaheed Bhagat Singh Apartment,Delhi South West,https://housing.com/in/buy/projects/page/144119-delhi-state-housing-by-delhi-height-multistate-cghs-ltd-in-chhawla
R12566,CGHS Gokul Apartment,Delhi South West,https://housing.com/in/buy/projects/page/65851-cghs-jagriti-apartments-by-cghs-group-in-pitampura
R12568,Youngsters CGHS,Delhi South West,https://housing.com/in/buy/projects/page/47205-cghs-youngsters-by-anil-suri-group-in-sector-6-dwarka
R12600,Hilansh Apartment,Delhi South West,https://housing.com/rent/3bhk-flats-for-rent-in-sector-10-dwarka-new-delhi-C8P5ig9zxy4rugm21ma
R12608,Celestial Heights,Delhi South West,https://housing.com/in/buy/projects/page/90542-cghs-celestial-heights-by-cghs-group-in-sector-2-dwarka
R12632,Sri Agrasen Apartments,Delhi South West,https://housing.com/in/buy/projects/page/47210-cghs-sri-agrasen-apartments-by-anil-suri-group-in-sector-7-dwarka
R12636,The Excellence Apartments,Delhi South West,https://housing.com/in/buy/new_delhi/south_west_delhi
R12640,CGHS Beverly Park,Delhi South West,https://housing.com/in/buy/projects/page/69666-jp-beverly-park-cghs-by-jp-corp-in-sector-22-dwarka
R12652,Fakhruddin Memorial CGHS,Delhi South West,https://housing.com/in/buy/projects/sector_10_dwarka
R12658,Manglik Apartment,Delhi South West,https://housing.com/in/buy/manglik-appartment-for-resale-in-sector-6-dwarka-new-delhi-AG1fuzAH0
R12672,CGHS Daffodils Apartments,Delhi South West,https://housing.com/rent-daffodil-apartments-for-rent-in-sector-6-dwarka-new-delhi-rpid-AG37l5AH0
R12676,Antriksh Rashi Apartments,Delhi South West,https://housing.com/in/buy/projects/page/90549-the-antriksh-rashi-apartments-by-the-antriksh-group-in-sector-7-dwarka
R12690,New Ashiana Apartment,Delhi South West,https://housing.com/in/buy/projects/page/148306-new-ashiana-apartments-by-cghs-group-housing-society-private-ltd-in-sector-6-dwarka
R12694,CGHS Princess Park Apartments,Delhi South West,https://housing.com/rent-princess-park-apartment-for-rent-in-sector-6-dwarka-new-delhi-rpid-AG36evAH0
R12724,K.M. Apartments,Delhi South West,https://housing.com/in/buy/new_delhi/house-south_west_delhi?page=12
R12726,Jai Maa Kalyani Apartment,Delhi South West,https://housing.com/in/buy/projects/page/73443-swaraj-homes-jai-maa-kalyani-apartment-by-swaraj-homes-builders-developer-in-sector-4-dwarka
R12742,Mayank Apartments,Delhi South West,https://housing.com/in/buy/projects/page/131788-mayank-apartment-by-reputed-builder-in-sector-6-dwarka
R127477,Joy Legend,Western Mumbai,https://housing.com/in/buy/projects/page/104615-joy-legend-wing-b-by-joy-builders-developers-in-khar-west
R12754,Kukreja Complex,Central Mumbai,https://housing.com/in/buy/projects/page/61475-kukreja-complex-by-kukreja-builders-in-bhandup-west
R12768,CGHS Shubham Apartments,Delhi South West,https://housing.com/in/buy/projects/page/233157-cghs-shubham-apartments-by-cghs-group-in-sector-22-dwarka
R12770,Param Puneet Apartment,Delhi South West,https://housing.com/in/buy/projects/page/148265-param-puneet-apartments-by-cghs-group-housing-society-private-ltd-in-sector-6-dwarka
R12774,Udyog Vihar CGHS,Delhi South West,https://housing.com/in/buy/projects/page/69668-cghs-udyog-vihar-by-cghs-group-in-sector-22-dwarka
R12776,CGHS Green Valley Apartments,Delhi South West,https://housing.com/in/buy/projects/page/91313-cghs-green-valley-apartments-by-cghs-group-in-sector-22-dwarka
R12780,Mahalaxmi Apartment,Delhi South West,https://housing.com/in/buy/projects/page/83073-mahalaxmi-apartment-by-reputed-builder-in-sector-2-dwarka
R12782,Shree Awas,Delhi South West,https://housing.com/in/buy/projects/page/132987-shree-awas-apartment-by-reputed-builder-in-sector-18-dwarka
R12790,Shivani Apartments,Delhi South West,https://housing.com/in/buy/projects/page/94140-shivani-apartment-by-reputed-builder-in-sector-12-dwarka
R12802,CGHS New Rashtriya,Delhi South West,https://housing.com/in/buy/resale/page/14419373-4-bhk-apartment-in-sector-22-dwarka-for-rs-45500000
R12812,CGHS Kailash Apartment,Delhi South West,https://housing.com/in/buy/projects/page/149352-cghs-kailash-apartments-by-cghs-group-in-sector-4-dwarka
R12826,DDA Pink Apartments,Delhi South West,https://housing.com/sector-1a-dwarka-manglapuri-new-delhi-overview-P1rl40veqxqapcsed
R12834,Guru Apartments,Delhi South West,https://housing.com/in/buy/projects/page/335247-guru-ji-taj-housing-by-guru-ji-builders-and-developers-in-dwarka-mor
R130133,Shafalya Shlok Parisar,Ahmedabad North,https://housing.com/buy-shafalya-shlok-parisar-by-shafalya-infra-in-gota-ahmedabad-pid-13651
R13344,Lodha The Park,Mumbai South,https://housing.com/in/buy/projects/page/38579-lodha-park-by-lodha-group-in-lower-parel
R133579,Tower of Adyar by Nahar,Chennai South,https://housing.com/in/buy/projects/page/22581-tower-of-adyar-by-nahar-group-in-adyar
R13494,Dynamix Parkwoods,Thane,https://housing.com/in/buy/projects/page/45500-dynamix-parkwoods-by-dynamix-group-in-thane-west
R135659,North East County by Bhashyam,Hyderabad,https://housing.com/in/buy/projects/page/328584-bhashyam-north-east-county-by-bhashyam-developers-in-rudraram
r1363,Kolte Patil Life Republic,Pune West,https://housing.com/in/buy/projects/page/327103-canvas-by-life-republic-by-koltepatil-developers-in-hinjawadi
R136463,DDA Flat Janakpuri,West Delhi,https://housing.com/in/buy/projects/page/64396-dda-flat-janakpuri-by-dda-in-janakpuri
R136475,DDA D3 and D4 Vasant Kunj,South Delhi,https://housing.com/in/buy/projects/page/75439-dda-d3-and-d4-vasant-kunj-by-dda-in-vasant-kunj/directions
R136591,Hauz Khas RWA,South Delhi,https://housing.com/in/buy/projects/page/65825-rwa-hauz-khas-block-c-5-by-swaraj-homes-builders-developer-in-hauz-khas
R1366,Sunteck City Avenue 1,Western Mumbai,https://housing.com/in/buy/projects/page/288342-sunteck-city-avenue-1-phase-2-by-sunteck-realty-limited-in-goregaon-west
R137039,RWA Green Park,South Delhi,https://housing.com/in/buy/new_delhi/flat-green_park_extension
R137101,Nehru Enclave East RWA,South Delhi,https://housing.com/in/buy/new_delhi/nehru_enclave_east
R137103,Shree Badrinath Apartments,Delhi South West,https://housing.com/in/buy/projects/page/157117-shree-badrinath-apartments-by-reputed-builder-in-sector-4-dwarka
R137347,RWA Saket Block D,South Delhi,https://housing.com/in/buy/projects/page/59751-rwa-saket-block-j-by-swaraj-homes-builders-developer-in-saket
R137365,Om Satyam Apartment,Delhi South West,https://housing.com/in/buy/projects/page/148274-om-satyam-apartment-by-reputed-builder-in-sector-4-dwarka
r137441,Renovated Apartments Saket,South Delhi,https://housing.com/rent/flats-for-rent-in-south-delhi-new-delhi-P49rjj9lqcgscvm36
R137587,Sri Durga Apartment,Delhi South West,https://housing.com/in/buy/projects/page/152765-durga-pooja-apartment-by-reputed-builder-in-sector-13-dwarka
R137599,Belur Apartments,Delhi South West,https://housing.com/price-trends/property-rates-for-buy-in-belur_howrah-P71875q0l7jnj4wdu
R137743,DDA SFS Flats,Delhi South West,https://housing.com/in/buy/new_delhi/builderfloor-south_west_delhi
R137813,RWA Defence Colony Block A,South Delhi,https://housing.com/in/buy/projects/page/71839-rwa-defence-colony-block-a-by-swaraj-homes-builders-developer-in-defence-colony
R137819,Shabad CGHS,Delhi South West,https://housing.com/in/buy/projects/page/76285-cghs-the-shabad-by-cghs-group-in-sector-13-dwarka
R137827,DDA SFS Flats Dwarka,Delhi South West,https://housing.com/in/buy/new_delhi/builderfloor-south_west_delhi
R137841,Shatabdi Enclave,Noida,https://housing.com/in/buy/projects/page/55806-swaraj-homes-shatabdi-enclave-by-swaraj-homes-builders-developer-in-sector-49
R144579,RDP Shanti Luxuria,Navi Mumbai,https://housing.com/in/buy/projects/page/8169-rdp-shanti-luxuria-by-rdp-realtores-in-shilgaon
r146995,Magic Villa,Ghaziabad,https://housing.com/in/buy/projects/page/313472-magic-villa-luxury-floors-by-magic-villa-buildwell-in-indirapuram
R154983,Shapoorji Sarova,Western Mumbai,https://housing.com/in/buy/projects/page/236518-aubburn-at-sarova-by-s-d-corporation-private-limited-in-kandivali-east
R157,Emaar Mgf Commonwealth Games Village 2010,East Delhi,https://housing.com/in/buy/projects/page/41283-emaar-commonwealth-games-village-by-emaar-in-pandav-nagar
R157563,Vaichal Vastu KalpaVruksha,Pune West,https://housing.com/in/buy/projects/page/52344-vaichal-kalpavruksha-b-by-vaichal-constructions-pvt-ltd-in-pirangut
R160387,Mahindra World City,Chennai South,https://housing.com/in/buy/projects/page/41917-alamoxsreal-tuscany-by-x-s-real-properties-pvt-ltd-in-mahindra-world-city
R170885,DDA Flats Munirka,South Delhi,https://housing.com/in/buy/projects/page/62701-dda-rwa-munirka-dda-flats-by-dda-in-munirka
R171013,Hargobind Enclave,South Delhi,https://housing.com/hargobind-enclave-anand-vihar-new-delhi-overview-P3091xwx7d0irsyu0
R17196,Lake Florence,Central Mumbai,https://housing.com/in/buy/projects/page/53978-supreme-lake-florence-by-supreme-universal-in-powai
r17492,Panchshil Towers,Pune East,https://housing.com/in/buy/panchshil-realty-towers-for-resale-in-kharadi-pune-AGdt7AH0
R177021,DDA Santushti Apartments,South Delhi,https://housing.com/in/buy/projects/page/90964-dda-santushti-apartment-by-dda-in-vasant-kunj
R177287,Lodha Amara,Thane,https://housing.com/in/buy/projects/page/35267-lodha-codename-crown-jewel-by-lodha-group-in-kolshet
R177361,N Block RWA Greater Kailash,South Delhi,https://housing.com/in/buy/new_delhi/n_block_greater_kailash_i
R177379,Manokamna Apartment,Delhi South West,https://housing.com/in/buy/projects/page/169251-badhwar-apartments-by-reputed-builder-in-sector-6-dwarka
R177459,Hamdam Apartment,Delhi South West,https://housing.com/buy-al-residency-iii-by-al-hamd-devlopers-ahmedabad-in-sarkhej-ahmedabad-pid-269517
R177679,Shree Radha CGHS,Delhi South West,https://housing.com/in/buy/projects/page/169264-shri-radha-apartments-by-cghs-group-in-sector-9-dwarka
R177847,RWA Greater Kailash 2,South Delhi,https://housing.com/in/buy/projects/page/74458-swaraj-homes-rwa-greater-kailash-2-block-e-by-swaraj-homes-builders-developer-in-greater-kailash
R177877,RWA Pamposh Enclave,South Delhi,https://housing.com/in/buy/new_delhi/pamposh_enclave
R178343,RWA Panchseel Enclave,South Delhi,https://housing.com/in/buy/new_delhi/3bhk-panchsheel_vihar
R178437,RWA Sarvodaya Enclave,South Delhi,https://housing.com/rent/14385018-550-sqft-1-bhk-apartment-on-rent-in-sarvodaya-enclave-delhi
R178917,DMP Apartments,Delhi South West,https://housing.com/rent/16910334-2400-sqft-4-bhk-apartment-on-rent-in-sector-10-dwarka-delhi
R178983,Nav Nirman CGHS,Delhi South West,https://housing.com/pocket-1-sector-2-dwarka-new-delhi-overview-P5kel7t1vunh9jxzx
R179121,Fortune Sapphire,Secunderabad,https://housing.com/rent-fortune-green-sapphire-for-rent-in-tellapur-hyderabad-rpid-AG5lwzAH0
R17932,Shree Gokul dham,Navi Mumbai,https://housing.com/in/buy/projects/page/262909-shree-gokul-dham-heights-by-shree-ekvira-developers-in-vasai-west
R180033,Suramya Three,Gandhinagar,https://housing.com/buy-synthesis-suramya-three-by-synthesis-spacelinks-in-palodia-ahmedabad-pid-79288
R18392,Pushpanjali Residency Phase 3,Thane,https://housing.com/in/buy/ram-pushpanjali-residency-phase-iii-for-resale-in-thane-west-thane-AGfnwAH0
R18722,Lodha Palava City,Thane Outskirts,https://housing.com/rent-lodha-palava-river-view-e-and-f-for-rent-in-palava-thane-rpid-AG13u9AH0
R18752,Lodha Lakeshore Greens,Thane Outskirts,https://housing.com/in/buy/lodha-palava-lakeshore-greens-for-resale-in-dombivli-east-thane-AGrzhAH0
R189693,Shriram Southern Crest,Bangalore South,https://housing.com/in/buy/projects/page/26974-shriram-southern-crest-phase-1-by-shriram-properties-limited-in-kumaraswamy-layout
R19014,Satellite Tower CHS,Western Mumbai,https://housing.com/in/buy/projects/page/141291-satellite-classic-chs-by-reputed-builder-in-jogeshwari-east
R19040,Space India Royal Meadows Residency,Navi Mumbai,https://housing.com/in/buy/projects/page/238258-space-india-royal-meadows-residency-by-space-india-builders-and-developers-in-koproli
R195707,Innovative Icon,Navi Mumbai,https://housing.com/in/buy/projects/page/227261-cemcon-innovative-icon-by-cemcon-developers-in-taloja
R197199,Chaithanya Smaran,Bangalore East,https://housing.com/in/buy/projects/page/48751-chaithanya-smaran-by-chaithanya-projects-in-krishnarajapura
R20518,Hiranandani Ambrosia,Central Mumbai,https://housing.com/in/buy/resale/page/15932301-4-bhk-apartment-in-powai-for-rs-110000000
R20580,Soham Gardens,Thane,https://housing.com/in/buy/soham-gardens-for-resale-in-thane-west-thane-AG37neAH0
R20608,Hiranandani Eldora,Central Mumbai,https://housing.com/in/buy/projects/page/77024-hiranandani-garden-eldora-by-hiranandani-communities-in-powai
R208059,DDA Ganga Apartments,South Delhi,https://housing.com/in/buy/projects/page/218398-dda-ganga-apartment-by-dda-in-alaknanda
R208091,Golf View Apartments,Delhi South West,https://housing.com/rent-golf-view-apartments-for-rent-in-saket-new-delhi-rpid-AG3664AH0
R208139,DDA Flats Mayur Vihar,East Delhi,https://housing.com/in/buy/projects/page/71853-dda-flats-mayur-vihar-phase-1-by-dda-in-mayur-vihar-phase-1
R208215,Park view Apartments,Delhi South West,https://housing.com/in/buy/projects/page/151792-dda-park-view-apartments-by-dda-in-sector-12-dwarka
R208303,Ansal Chiranjiv Vihar,Ghaziabad,https://housing.com/in/buy/ghaziabad/ansals_chiranjiv_vihar
R209289,RWA Pocket 1,Delhi South West,https://housing.com/in/buy/projects/page/65815-rwa-pocket-f-and-fi-hari-nagar-by-swaraj-homes-builders-developer-in-hari-nagar
R212007,Raunak Bliss,Thane,https://housing.com/in/buy/projects/page/298877-raunak-bliss-b4-by-raunak-group-in-thane-west
r213249,Godrej 101,Gurgaon,https://housing.com/in/buy/projects/page/33467-godrej-101-by-godrej-properties-ltd-in-sector-79
R219895,Mayfield Gardens,Gurgaon,https://housing.com/in/buy/gurgaon/mayfield_garden
R220481,RWA East Of Kailash Block E,South Delhi,https://housing.com/in/buy/new_delhi/block_e_east_of_kailash
R220587,B1 Vasant Kunj,South Delhi,https://housing.com/news/nearest-metro-to-vasant-kunj/
R22190,Bhagwati Eleganza,Navi Mumbai,https://housing.com/in/buy/bhagwati-eleganza-for-resale-in-ghansoli-navi-mumbai-AG379AH0
R223215,DDA Shanti Kunj Apartments,Delhi South West,https://housing.com/in/buy/projects/page/90114-dda-shanti-kunj-apartment-by-dda-in-sector-9-dwarka
R223221,Railway Line Staff CGHS,Delhi South West,https://housing.com/in/buy/projects/page/42576-revanta-railway-line-staff-cghs-by-revanta-multi-state-cghs-ltd-in-sector-19-dwarka
R22738,Ajmera Treon,Mumbai South,https://housing.com/in/buy/projects/page/21669-ajmera-treon-by-ajmera-group-in-wadala-east
R229275,DDA Narmada Apartment,South Delhi,https://housing.com/in/buy/projects/page/238804-dda-narmada-apartment-by-dda-in-alaknanda
R230275,RNA NG Grand Plaza,Navi Mumbai,https://housing.com/in/buy/projects/page/10352-rna-ng-grand-plaza-phase-i-by-rna-builder-ng-in-ghansoli
r23690,DLF New Town Heights 2,Gurgaon,https://housing.com/in/buy/projects/page/218121-dlf-new-town-heights-2-by-dlf-in-sector-86
r23702,DLF New Town Heights,Gurgaon,https://housing.com/in/buy/projects/page/33375-dlf-new-town-heights-1-by-dlf-in-sector-86
R237262,Piramal Vaikunth,Thane,https://housing.com/in/buy/projects/page/34666-piramal-vaikunth-thane-by-piramal-realty-in-thane-west
r238544,Panchshil Yoo Villas,Pune East,https://housing.com/in/buy/projects/page/49420-panchshil-yoovillas-by-panchshil-realty-in-kharadi-annex
R23958,Omkar 1973 Worli,Mumbai South,https://housing.com/in/buy/projects/page/17841-omkar-1973-by-omkar-realtors-developers-in-worli
R24028,Prestige Siesta,Central Mumbai,https://housing.com/in/buy/projects/page/5626-prestige-siesta-by-prestige-groups-in-mulund-west
R241639,Raunak City 4,Thane Outskirts,https://housing.com/in/buy/projects/page/51173-raunak-city-sector-iv-d10-by-raunak-group-in-kalyan-west
R246769,Balaji Garden CHS,Navi Mumbai,https://housing.com/rent-balaji-garden-for-rent-in-kopar-khairane-navi-mumbai-rpid-AG37f9AH0
R248339,Ten BKC,Western Mumbai,https://housing.com/in/buy/projects/page/131101-ten-bkc-by-db-realty-in-bandra-east
R25300,Mahagun Mansion 1 and 2,Ghaziabad,https://housing.com/in/buy/projects/page/77812-mahagun-mansion-phase-1-and-2-by-mahagun-group-in-indirapuram
R25304,Parsvnath Majestic,Ghaziabad,Not Found
R253573,Bhagwati Greens,Navi Mumbai,https://housing.com/in/buy/projects/page/324161-bhagwati-greens-by-bhagwati-group-in-kharghar
R255375,DLF City Plots,Gurgaon,https://housing.com/
R256033,Rehayashi Apartments,Delhi South West,https://housing.com/in/buy/new_delhi/luxury-apartments-in-dwarka-M1P12m95gjtmd3wej6tZ2
R258015,Indiabulls Park,Navi Mumbai,https://housing.com/in/buy/projects/page/38313-indiabulls-park-by-indiabulls-in-derawali
R25942,Baroda House Apartment,Delhi South West,https://housing.com/pin-code/baroda-house-new-delhi-pin-code-110001
R26016,The Maharani Aventi Bai,Delhi South West,https://housing.com/in/buy/projects/page/68434-maharani-aventi-bai-by-reputed-builder-in-sector-22-dwarka
R26036,DDA Kaveri Apartments,South Delhi,https://housing.com/in/buy/projects/page/150954-kaveri-apartments-by-reputed-builder-in-vasant-kunj
R260794,Paradise Sai World Empire,Navi Mumbai,https://housing.com/in/buy/projects/page/51400-paradise-sai-world-empire-phase-1-by-paradise-group-in-kharghar
R261050,DDA Residential Flats,Delhi South West,https://housing.com/in/buy/new_delhi/south_west_delhi
R26116,Siddha Waterfront,Kolkata North,https://housing.com/buy-siddha-waterfront-by-siddha-group-in-rahara-kolkata-pid-334300
R261296,Rosa Manhattan,Thane,https://housing.com/in/buy/projects/page/131568-rosa-manhattan-by-rosa-group-in-hiranandani-estate
R26138,Heritage Apartments,Delhi South West,https://housing.com/in/buy/projects/page/149623-heritage-tower-by-reputed-builder-in-sector-3-dwarka
R26144,Jawahar Apartment,Delhi South West,https://housing.com/in/buy/projects/page/169254-cghs-jawahar-apartments-by-cghs-group-in-sector-5-dwarka
R26164,Classic Apartments CGHS,Delhi South West,https://housing.com/in/buy/projects/page/151837-classic-apartment-by-reputed-builder-in-sector-12-dwarka
R26176,Din Apartments,Delhi South West,https://housing.com/dwarka-sector-4-new-delhi-overview-P213lg4p53gshh1fb
R26194,CGHS Kamakshi Apartments,Delhi South West,https://housing.com/in/buy/projects/page/148303-kamakshi-apartment-by-reputed-builder-in-sector-6-dwarka
R26214,CGHS Mohinder Apartments,Delhi South West,https://housing.com/in/buy/projects/page/151312-cghs-mohinder-apartment-by-cghs-group-in-sector-12-dwarka
R26234,Mahajan Shree Apartments,Delhi South West,https://housing.com/in/buy/resale/page/17031366-3-bhk-apartment-in-sector-7-dwarka-for-rs-22000000
R26242,Shubh Laxmi Apartment,Delhi South West,https://housing.com/in/buy/projects/page/342841-happy-grahlaxmi-apartment-by-happy-home-builder-and-developers-in-uttam-nagar
R26300,Badhwar Apartments,Delhi South West,https://housing.com/in/buy/projects/page/169251-badhwar-apartments-by-reputed-builder-in-sector-6-dwarka
R26328,CGHS Jhelum Arorvansh,Delhi South West,https://housing.com/in/buy/projects/page/148979-jhelum-arorvansh-apartments-by-reputed-builder-in-sector-5-dwarka
R26352,CGHS Shree Balaji Apartment,Delhi South West,https://housing.com/in/buy/cghs-group-housing-society-venus-apartments-for-resale-in-paschim-vihar-new-delhi-AG3cmkAH0
R26368,CGHS Skylark Apartments,Delhi South West,https://housing.com/in/buy/projects/page/148258-skylark-apartments-by-reputed-builder-in-sector-6-dwarka
R26376,DDA Saraswati Apartments,South Delhi,https://housing.com/in/buy/projects/page/151161-saraswati-narmada-apartments-by-reputed-builder-in-vasant-kunj
R26402,CGHS Philips Towers,Delhi South West,https://housing.com/in/buy/projects/page/254269-cghs-philips-towers-by-cghs-group-housing-society-private-ltd-in-sector-23-dwarka
