XID,Project Name,City,Squareyards.com Link
R409908,Cinco Fairland,Coimbatore,https://www.squareyards.com/sale/property-for-sale-in-fairlands-salem
R398124,Mount Alaya Belmonte,Ahmedabad North,Not Found
R429474,RLD Merlion Estate,Chennai West,https://www.squareyards.com/hyderabad-residential-property/merlion-orchids/323731/project
R393335,Sri Balajis Saphire,Chennai West,https://www.squareyards.com/projects-by-sri-balaji-builders-in-bangalore
R2,Omaxe Twin Towers,Noida,https://www.squareyards.com/rent/property-for-rent-in-omaxe-twin-towers-noida
R294633,Codename Skywards,Thane Outskirts,https://www.squareyards.com/projects-in-mumbra-thane
R398606,SB Centrum,Bhilai,https://www.squareyards.com/bangalore-residential-property/sb-temple-tree/109959/project
R383703,River Breeze,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/the-trilight/211482/project/floor-plans
R394292,Ashwamedh Ratnaprabha,Pune Central,https://www.squareyards.com/projects-by-ashwamedh-spaces-pvt-ltd-in-pune
R429438,Rose Hills Estate,Srinagar,https://www.squareyards.com/thane-residential-property/hiranandavi-rodas-enclave-rosehill/42554/project
R369336,Om Sree Brilliance,Secunderabad,https://www.squareyards.com/hyderabad-residential-property/om-sree-brilliance/104017/project
R375899,Raama Skyz,Vadodara,https://www.squareyards.com/projects-by-ramprastha-in-gurgaon
R392193,Kohinoor Abhimaan Homes Phase 3,Pune North,https://www.squareyards.com/sale/1-bhk-for-sale-in-somatane-pune
R430319,Prosperity Homes,Lucknow,https://www.squareyards.com/lucknow-residential-property/pi-prosperity-homes/307970/project/photos
R428449,Sun Siri The Capital,Guntur,https://www.squareyards.com/vijayawada-residential-property/siva-capital-greens/10090/project
R409549,Protech Pride,Guwahati,https://www.squareyards.com/satgaon-in-guwahati-overview-10758
R333859,Lord Krishna Floors,Faridabad,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-225-sq-yd-builder-floor-in-lord-krishna-properties-developers/6161579
R354918,Super Homes Abhirama,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/abhirama-super-homes/106503/project
R430176,Elegance Pristine,Bangalore South,https://www.squareyards.com/bangalore-residential-property/pristine-elegance/18865/project/photos
R390105,Riverscape,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/urrban-riverscape/161111/project
R401868,Nirvanaa Casa Vrindavan,Kanpur,https://www.squareyards.com/sale/resale-properties-in-mutha-sai-nirvana-thane
R322869,Anantnath And Forever City,Thane Outskirts,https://www.squareyards.com/thane-residential-property/anantnath-and-forever-city/10906/project
R329969,Swargaseema Sirulaseema I,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/swargaseema-suketana/226882/project
R390243,KCB Solace,Kolkata East,Not Found
R421695,Sunniva Legacy,Kolkata South,Not Found
R380138,Sri Sai Home Ujaan Nagar,Kolkata East,Not Found
R423416,Sree Urban Orchids Phase 2,Bangalore East,https://www.squareyards.com/bangalore-residential-property/sree-urban-orchids/188845/project
R420301,Tarc Kailasa,West Delhi,https://www.squareyards.com/delhi-residential-property/tarc-kailasa/240026/project
R7754,Pyramid Arlington County,Chennai West,Not Found
R421070,Ayyan Aathmika,Chennai South,Not Found
R396842,Orchid IVY Floors,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/orchid-ivy-floors/113271/project
R434288,KCP Garden Karamadai,Coimbatore,Not Found
R416951,Roongta Florenza,Nashik,https://www.squareyards.com/diamond-harbour-road-in-kolkata-overview-4256
R334919,GP Aditya,Bangalore South,https://www.squareyards.com/bangalore-residential-property/gp-aditya/102748/project
R427843,Kedia Shri Vatsal,Jaipur,https://www.squareyards.com/sale/resale-properties-in-kedia-shri-vatsal-jaipur
R2966,ALTA,Chennai South,https://www.squareyards.com/resale-900-sq-ft-plot-in-rps-garden-staar-homes/8047978
R431642,Siddhik Green Abalone,Ahmedabad West,Not Found
R265661,Aishwaryam Courtyard Gold,Pune North,https://www.squareyards.com/rent/property-for-rent-in-aishwaryam-comfort-gold-pune
R349185,Panchnai Paramjyoti,Siliguri,Not Found
R372188,Kanchi Big Town,Kanchipuram,https://www.squareyards.com/projects-in-kanchipuram-chennai
R374451,Anuhar Towers,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/anuhar-tower/111605/project
R418960,GTK Eden Garden,Chennai South,https://www.squareyards.com/chennai-residential-property/casagrand-aria/234740/project
R368086,GKs Zenith,Secunderabad,https://www.squareyards.com/hyderabad-residential-property/gks-zenith/113581/project
R423721,RSR The Garden View Villa,Hyderabad,https://www.squareyards.com/sale/resale-properties-in-rsr-the-garden-view-apartments-hyderabad
R387200,The Solitaire Crown,Dehradun,https://www.squareyards.com/projects-in-gms-road-dehradun
R420320,VR Vivanta,Vadodara,https://www.squareyards.com/under-construction-projects-in-ajwa-road-vadodara
R332999,Mega Sarovar,Vijayawada,https://www.squareyards.com/vijayawada-residential-property/mega-sarovar/102857/project
R416320,Sumadhura Sushantham Phase 2,Bangalore North,https://www.squareyards.com/bangalore-residential-property/sumadhura-sushantham/100032/project
R306817,Concorde Hill Crest,Bangalore North,https://www.squareyards.com/bangalore-residential-property/concorde-hill-crest/102108/project
R393393,Sahjanand Safal,Gandhinagar,https://www.squareyards.com/ahmedabad-residential-property/ahad-anaya-residency/250990/project
R206111,Windsor Troika,Bangalore South,https://www.squareyards.com/bangalore-residential-property/windsor-troika/16731/project
R293775,S B Skanda Lake Front,Bangalore South,https://www.squareyards.com/projects-by-sb-urban-scapes-in-bangalore
R420217,Ultraluxe Homes by Earthz,South Delhi,https://www.squareyards.com/sale/property-for-sale-in-grant-road-mumbai
R424425,Abhay Nilima Enclave,Guwahati,https://www.squareyards.com/guwahati-residential-property/abhay-nilima-enclave/309614/project/location-map
R370636,Mali Pinnacle,Thane Outskirts,https://www.squareyards.com/projects-in-kalyan-east-thane
R257091,RKN Nakshatra Enclave,Bhopal,Not Found
R427769,Sattva Green Groves,Bangalore West,https://www.squareyards.com/luxury-projects-in-west-bangalore-bangalore
R406648,PM Uplands,Indore,https://www.squareyards.com/rent/furnished-properties-for-rent-in-vizag
R378542,Sophia Elanza,Kochi,https://www.squareyards.com/sale/3-bhk-for-sale-in-bandra-west-mumbai
R403911,Aarya Essenzaa 2,Vadodara,https://www.squareyards.com/bangalore-residential-property/snn-raj-greenbay/14170/project
R431525,Om ShivChhaya,Nasik,https://www.squareyards.com/pune-residential-property/parisar-apartment/33272/project
R324931,Satvik Homes,Faridabad,https://www.squareyards.com/forum/what-is-property-id-1924-property-taxation
R428685,MP Golden Heights,Chennai West,https://www.squareyards.com/projects-by-mp-developers-in-chennai
R410183,Natures Cove,South Goa,https://www.squareyards.com/bangalore-residential-property/assetz-canvas-and-cove/100604/project
R429182,The Olympia,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/kalpana-the-olympia/251900/project
R382108,ATC Extension,Jamshedpur,https://www.squareyards.com/cherlapally-in-hyderabad-overview-7744
R414547,Swargaseema S Suketana,Nalgonda,https://www.squareyards.com/hyderabad-residential-property/swargaseema-suketana/226882/project
R437223,KSR Capital City,Guntur,https://www.squareyards.com/rent/property-for-rent-in-ksr-cordelia-bangalore
R316505,Narayan Greenwoods,Vadodara,https://www.squareyards.com/bangalore-residential-property/aasara-greenwoods/236310/project
R423659,Solitaire Vista 2,Ahmedabad North,https://www.squareyards.com/rental-900-sq-ft-office-space-in-avirat-silver-radiance-4/7721244
R395174,Promax Dreamville Home,Bangalore North,https://www.squareyards.com/bangalore-residential-property/promax-dreamville-home/189019/project
R428520,Panora Hills at The Nature,Pune West,https://www.squareyards.com/projects-in-mukaiwadi-pune
R426565,Podar Avanta Heights,Mumbai South,https://www.squareyards.com/mumbai-residential-property/podar-avanta-heights/247115/project
R145261,Essen Raj Manohar Residency,Bhubaneswar,Not Found
R391947,Ananyas AA Garden,Coimbatore,https://www.squareyards.com/coimbatore-residential-property/thaindia-nila-residency/317979/project
R330597,Signature Global Park,Gurgaon,https://www.squareyards.com/resale-2-bhk-822-sq-ft-builder-floor-in-signature-global-park/6799233
R413420,Geethikas Ensconsia,Hyderabad,https://www.squareyards.com/resale-4-bhk-pooja-room-4240-sq-ft-villa-in-geethika-ensconsia/7460192
R378617,Suchirindia The Tales of Greek,Hyderabad,https://www.squareyards.com/projects-by-suchirindia-infratech-pvt-limited-in-hyderabad
R743,Logix Blossom County,Noida,https://www.squareyards.com/noida-residential-property/logix-blossom-county/542/project
R430089,Parth Crown,Jaipur,https://www.squareyards.com/resale-4-bhk-2089-sq-ft-builder-floor-in-parth-crown/7432836
R382844,RKN Carnation Hills,Solan,Not Found
R399516,Prominent Chourasia Revanta,Bangalore East,https://www.squareyards.com/projects-by-prominent-infra-in-bangalore
R401373,MP Rudra,Chennai South,https://www.squareyards.com/projects-by-rudra-in-ahmedabad
R433621,Sumeru Enclave,Dehradun,https://www.squareyards.com/projects-by-sumeru-infrastructure-in-dehradun
R411745,Anuhar Gautami Heights,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/anuhar-gautami-heights/227790/project
R427901,Zahause Essencia,Siddipet District,Not Found
R420359,The Avenue Milestone,Nasik,https://www.squareyards.com/sale/property-for-sale-in-govind-nagar-nashik
R431513,Unifra Mysa Villas,Chennai South,Not Found
R417396,Hiliving Pristine Signature Villas,Chennai North,https://www.squareyards.com/chennai-residential-property/mantri-serene-phase-2/9156/project
R382676,Green Field Fairland,Coimbatore,https://www.squareyards.com/sale/property-for-sale-in-fairlands-salem
R420711,Adross Radharani Housing Complex,Kolkata North,https://www.squareyards.com/sale/apartments-flats-for-sale-near-ladakh-house-wazirabad-in-delhi
R394931,Raj High Gardens,Bangalore South,https://www.squareyards.com/bangalore-residential-property/snn-raj-high-gardens/134095/project
R424573,Felixa Maplewood,Chennai South,Not Found
R428869,Anaadi Ananta Avenue,Raipur,https://www.squareyards.com/gurgaon-residential-property/whiteland-blissville/171090/project
R424564,Atithi Prime,Ahmedabad East,https://www.squareyards.com/mumbai-residential-property/keytech-vishakha-heights/246726/project
R418592,Saha Fortune,Mysore,https://www.squareyards.com/hyderabad-residential-property/sahasram-the-ananda/160659/project/floor-plans
R272201,Sattva Opus,Bangalore West,https://www.squareyards.com/sale/resale-properties-in-salarpuria-sattva-opus-bangalore
R433766,Prudent Krishna Manohar Pride,Bangalore East,https://www.squareyards.com/resale-2-bhk-1026-sq-ft-builder-floor-in-sri-krishna-manohars-prid/7691454
R433627,NM Avantikaa,Chennai South,Not Found
R145129,AMG Palm Garden,Ludhiana,https://www.squareyards.com/sale/independent-houses-in-sahnewal-ludhiana-between-20-lakhs-to-50-lakhs-for-sale
R389749,Iris Heights,Nasik,https://doc.squareyards.com/ProjectKnowledge/232907-ekta-elitus-2474.pdf
R433366,Solitude By Krishna Infra,Ahmedabad North,https://www.squareyards.com/projects-in-ranip-ahmedabad
R367231,Vihaana Grandeur,Visakhapatnam,https://www.squareyards.com/gurgaon-residential-property/central-park-bignonia-towers/249831/project
R337519,Risland The Ace,Chennai South,https://www.squareyards.com/chennai-residential-property/risland-the-ace/101867/project
R381827,Om Sree Delight,Secunderabad,https://www.squareyards.com/hyderabad-residential-property/sree-nandan-krishna-vanam/247438/project
R393952,Maa Santoshi Aaditya Residency,Nagpur,https://www.squareyards.com/nagpur-residential-property/mauli-22/248019/project
R418265,Pragathi Green Woods,Hyderabad,https://www.squareyards.com/resale-3-bhk-2060-sq-ft-apartment-in-pragathi-green-woods/8004160
R408739,Pranava East Crest,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/pranava-east-crest/242177/project
R431019,Murugan Townships Balaji Gardens,Guntur,https://www.squareyards.com/sale/resale-properties-in-jain-heights-east-parade-bangalore
R402881,SNR Safa,Bangalore East,https://www.squareyards.com/bangalore-residential-property/snr-safa/212076/project
R432489,Sri Sai Nandana Royal,Bangalore South,https://www.squareyards.com/bangalore-residential-property/sai-nandana-south-avenue/202779/project
R416280,SIP Tatia Township,Chennai South,Not Found
R404653,Yuva Sunrise,Bangalore South,https://www.squareyards.com/resale-2-bhk-1196-sq-ft-apartment-in-yuva-sunrise/7647600
R379979,Shubharambh,Nashik,https://www.squareyards.com/rental-2-bhk-1122-sq-ft-apartment-in-jail-road/7869276
R43934,Signature Island,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/sunteck-signature-island/29247/project
R296889,Abhinav Aadhaar City,Bhopal,https://www.squareyards.com/rental-3-bhk-1059-sq-ft-apartment-in-kotibhaskar-anant/7477282
R420145,Signature Ganesh Dham,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/shirodkar-ganesh-dham/236654/project
R420796,Amardeep Harmony,Vadodara,https://www.squareyards.com/rent/1-bhk-for-rent-in-vile-parle-west-mumbai
R384098,Roseate Homes,Chandigarh,https://www.squareyards.com/zirakpur-residential-property/roseate-homes/111631/project
R302349,S B Temple Tree,Bangalore South,https://www.squareyards.com/bangalore-residential-property/sb-temple-tree/109959/project
R427781,Bahiti,Hyderabad,Not Found
R413623,Swarga Sirulaseema II,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/swargaseema-suketana/226882/project
R404003,Paranjape Misty Greens,Pune West,https://www.squareyards.com/pune-residential-property/paranjape-misty-greens/221668/project
R432449,RRR West Fields by J Group,Hyderabad,https://www.squareyards.com/resale-150-sq-yd-plot-in-j-group-rrr-west-fields/7318296
R428409,SP Luxurious Homes,West Delhi,https://www.squareyards.com/luxury-projects-in-west-delhi-delhi
R422802,Aarna Anantam,Vadodara,https://www.squareyards.com/thane-residential-property/kalpataru-parkcity/165826/project
R414268,Vinayak Aangan,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/shri-vinayak-aangan/241871/project
R414242,Fair Field Magilam and Anicham,Coimbatore,Not Found
R428713,Magnolia Vishnupriya,Kolkata South,https://www.squareyards.com/projects-in-south-kolkata-kolkata
R408465,Candeur Skyline,Hyderabad,https://www.squareyards.com/sale/4-bhk-flat-in-candeur-skyline-hyderabad
R409476,Casagrand Hanford,Hyderabad,https://doc.squareyards.com/ProjectKnowledge/Brochure_fea9a71517764100926c26ccaf623b4d.pdf
R351351,Baashyaams Le Chalet Smart Choice,Chennai West,https://www.squareyards.com/chennai-residential-property/baashyaam-the-peak/225021/project/floor-plans
R422102,Chetanya Grandeur Heights,Bhopal,https://www.squareyards.com/new-launch-projects-in-bhopal-west-bhopal
R418404,The Nest Glitz,Chennai South,https://www.squareyards.com/chennai-residential-property/the-nest-craze/248270/project
R390060,Poulomi Palazzo,Hyderabad,https://www.squareyards.com/sale/resale-properties-in-poulomi-palazzo-hyderabad
R394092,Coronation Amy Villa,Lucknow,https://www.squareyards.com/lucknow-residential-property/coronation-amy-villa/215491/project
R374795,JD Gaatha,Pune East,https://www.squareyards.com/pune-residential-property/jd-gaatha/109638/project
R261,SBP Orchard County,Mohali,https://www.squareyards.com/projects-in-mohali-sector-116-chandigarh
R430221,Vanam Villa,North Goa,https://www.squareyards.com/hyderabad-residential-property/rise-velpula-vanam/160904/project
R432717,Tulip,North Goa,https://www.squareyards.com/hyderabad-residential-property/aparna-kanopy-tulip/11985/project
R179121,Fortune Sapphire,Secunderabad,https://www.squareyards.com/projects-by-fortune-green-homes-in-hyderabad
R408184,SRIRAM Nagar by Raghava Foundations,Chennai North,https://www.squareyards.com/hyderabad-residential-property/raghava-wave/236845/project/floor-plans
R398743,Nahar Grandeur,Chennai South,https://www.squareyards.com/projects-by-nahar-foundations-in-chennai
R374540,Godrej Woodland,Bangalore East,https://www.squareyards.com/bangalore-residential-property/godrej-woodland/102460/project
R432510,Birla Ojasvi,Bangalore West,https://www.squareyards.com/new-launch-by-birla-estates-in-bangalore
R433634,Dream Villas Elite,Vadodara,https://www.squareyards.com/sale/villas-for-sale-in-bangalore
R369077,Unitevision Vatican City,Lucknow,Not Found
R427396,Shree Om Niwas,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/shree-krishna-chs/58132/project
R429471,Pramukh Meadows,Silvassa,https://www.squareyards.com/projects-in-gaganpahad-hyderabad
R400692,Multiversal Nova Grand,Nellore,Not Found
R395313,GK Triad,Secunderabad,https://www.squareyards.com/hyderabad-residential-property/gk-casa-grande/113818/project
R421123,Sri Garudadri Gardens,Bangalore West,https://www.squareyards.com/projects-by-sri-garudadri-constructions-in-bangalore
R419026,AIGIN Royal Park,Ghaziabad,https://www.squareyards.com/ghaziabad-residential-property/ska-divine/312044/project/floor-plans
R427298,Aura Vidha,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/aura-vidha/306803/project/photos
R437329,Casagrand Madelyn,Chennai South,Not Found
R403885,Trilok Villas And Apartments,Bangalore West,https://www.squareyards.com/bangalore-residential-property/trilok-villas-and-apartments/220618/project
R57026,M1 Terra Alegria,Bangalore East,https://www.squareyards.com/projects-by-m1-homes-in-bangalore
R405075,Shreehari Skyleaf,Ahmedabad North,Not Found
R256929,Bright Aristo,Pune East,https://www.squareyards.com/pune-residential-property/v-satav-mayuri-sunrise/22595/project
R403634,Amardeep Infinity,Vadodara,https://www.squareyards.com/vadodara-residential-property/madhuvan-space/319299/project/photos
R214597,Pramod Rajshree Plaza,Nagpur,https://www.squareyards.com/sale/plots-for-sale-in-dharampeth-nagpur
R429979,Mokshaa Highway Pride,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/patels-golf-links/125355/project
R43936,Signia Pearl,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/sunteck-signia-pearl/2877/project
R410684,Vrindhavana Visthara,Coimbatore,https://www.squareyards.com/coimbatore-residential-property/vrindhavana-visthara/317028/project
R381026,Dinesh Auric,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/shree-aaradhya-advaitha/247421/project/floor-plans
R380484,Infinity Residences,Mumbai South,https://www.squareyards.com/mumbai-residential-property/infinity-residences/113789/project
R399555,Kalash Landmark,Aurangabad,https://www.squareyards.com/pune-residential-property/gm-kalash/239507/project/photos
R409515,Sameera IRIS,Chennai South,Not Found
R383708,Aparna Zenon,Hyderabad,https://www.squareyards.com/sale/3-bhk-flat-in-aparna-zenon-hyderabad
R433843,RMC Farms,Coimbatore,https://www.squareyards.com/rent/lands-for-rent-in-ahmedabad
R435448,3Baan Homes,South Delhi,Not Found
R436077,Jupiter Nature Village,Hyderabad,https://www.squareyards.com/kolkata-residential-property/jupiter-gardenium/244760/project/floor-plans
R421892,Naiknavare Avasa Woodland,Pune North,https://www.squareyards.com/projects-by-naiknavare-developers-pvt-ltd-in-pune
R432471,Right Forest Hills,Pune West,https://www.squareyards.com/mumbai-residential-property/the-prestige-city/152232/project
R427921,Hi Life Inspire,Thrissur,https://www.squareyards.com/bangalore-residential-property/meenakshi-high-life-towers/234619/project
R417863,GP Homes The Breeze Way,Chennai North,https://www.squareyards.com/projects-in-porur-chennai
R405007,Rohit Galaxy,Lucknow,https://www.squareyards.com/lucknow-residential-property/rohit-galaxy/221610/project
R383881,Parijaat Residency,Lucknow,https://www.squareyards.com/sale/plots-for-sale-in-faizabad-road-lucknow
R297161,Riverdale Aerovista,Mohali,https://www.squareyards.com/sale/resale-properties-in-riverdale-aerovista-mohali
R397824,Larica Green Hamlet 2,Guwahati,https://www.squareyards.com/rent/property-for-rent-in-larica-green-hamlet-guwahati
R54,Purva Windermere,Chennai South,https://www.squareyards.com/projects-by-puravankara-in-chennai
R425507,DS Max Sky Blossom,Bangalore South,https://www.squareyards.com/bangalore-residential-property/ds-max-sky-blossom/246459/project
R385704,Shree Luxurio 75 Residences,Hyderabad,https://www.squareyards.com/sale/resale-properties-in-shree-luxurio-75-residences-hyderabad
R314527,Dreamz Goa Shiroda by Levelup Constructions,North Goa,Not Found
R423472,Kaaviya Gardens Sri Sai Nagar,Chennai West,https://www.squareyards.com/chennai-residential-property/baashyaam-the-peak/225021/project
R425850,Gajanan Royal Bungalows,Ahmedabad East,https://www.squareyards.com/ahmedabad-residential-property/gajanan-bunglows/247017/project
R389272,Casagrand Aquene,Bangalore West,https://www.squareyards.com/bangalore-residential-property/casagrand-aquene/147200/project
R433626,GD Chitrakoot Apartment,South Delhi,Not Found
R396197,Auro Infinity,Vadodara,https://www.squareyards.com/projects-in-ankhol-vadodara
R274711,Renaissance Reserva,Bangalore North,https://www.squareyards.com/bangalore-residential-property/renaissance-reserva/94390/project
R271059,Aastha Nest,Coimbatore,https://www.squareyards.com/hyderabad-residential-property/identity-aastha/324733/project/floor-plans
R434533,D Pal Apartments,North Goa,https://www.squareyards.com/sale/property-for-sale-in-north-goa
R432981,KTGS Elite Residio,South Delhi,Not Found
R417702,Mars Vel Enclave,Chennai South,https://www.squareyards.com/anand-parbat-in-delhi-overview-68359
R337671,Aditya Athena,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/sri-aditya-athena/11068/project/floor-plans
R429647,Gem Silver Residency,South Delhi,https://www.squareyards.com/sale/4-bhk-for-sale-in-south-delhi-delhi
R410244,Sapthagiri Sandalwoods,Bangalore East,https://www.squareyards.com/bangalore-residential-property/sapthagiri-sandalwoods/229049/project
R399608,DAC Manapark,Chennai South,https://www.squareyards.com/projects-by-dac-developers-in-chennai
R434129,Bavasons Villa Exotica,Kochi,Not Found
R419028,Goldenkey Meraki,Hyderabad,https://www.squareyards.com/sale/resale-properties-in-goldenkey-meraki-hyderabad
R410488,Sarvatra,Pune Central,https://www.squareyards.com/pune-residential-property/sarvatra-chs/140810/project
R434128,Ratifier Atal Vihar,Lucknow,Not Found
R425355,Sophia Amelia,Kochi,https://www.squareyards.com/rental-3200-sq-ft-office-space-in-edappally/8129137
R417559,Adani Embrace,Ahmedabad North,https://www.squareyards.com/ahmedabad-residential-property/adani-augusta/247001/project
R366979,Shantanu Green,Vadodara,https://www.squareyards.com/mumbai-residential-property/shantanu-apartment/60291/project
R431691,Krushna Pride 4,Nashik,https://www.squareyards.com/sale/1-bhk-for-sale-in-indira-nagar-nashik
R435547,Bright Temple bells,Bangalore East,https://www.squareyards.com/rent/property-for-rent-in-prestige-bagamane-temple-bells-bangalore
R434721,Walls N Windows Twinz,Hyderabad,https://www.squareyards.com/sale/resale-properties-in-candeur-twins-hyderabad
R355806,Jayabharath Yoga Mudhra,Coimbatore,Not Found
R323217,Steel Strips Towers,Chandigarh,https://www.squareyards.com/resale-3-bhk-1293-sq-ft-apartment-in-steel-strips-towers/7727714
R427054,Anjaneya Crest by Yash Infraventures,Nagpur,https://www.squareyards.com/nagpur-residential-property/yash-anjaneya-crest/249156/project
R432538,Laxmi Serenity,Ahmedabad South,https://www.squareyards.com/projects-by-laxmi-group-ahmedabad-in-ahmedabad
R411353,Natural Quest,Kolkata South,https://www.squareyards.com/kolkata-residential-property/natural-quest/248089/project
R273521,Bhawani Heights,Patna,https://www.squareyards.com/patna-residential-property/geetanjali-vatika-green-city/332867/project/photos
R167135,M2K Suites,South Delhi,https://www.squareyards.com/sale/apartments-flats-for-sale-near-m2k-rohini-rohini-sector-3-in-delhi
R431636,Solaris Residency,Ahmedabad West,https://www.squareyards.com/kolkata-residential-property/eden-solaris-shalimar/111667/project
R385666,SSI Som Boulevard,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/ssi-som-boulevard/226648/project/floor-plans
R408715,Aksara Green Scapes,Hyderabad,Not Found
R373148,Elysian by Oberoi Realty,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/oberoi-elysian-tower-a/103223/project
R350069,Nikunjam Tharangini,Trivandrum,Not Found
R424985,Mukurthi Tiara,Coimbatore,https://www.squareyards.com/coimbatore-residential-property/star-lands-dr-apj-abdul-kalam-nagar/318032/project/photos
R156477,Master Orchard Estate,Kolkata North,https://www.squareyards.com/kolkata-residential-property/tilottama-natural-city/248096/project
R403616,DS Max Shreshta,Bangalore North,https://www.squareyards.com/bangalore-residential-property/ds-max-shresta/217421/project
R432912,Vishaka Sai Villas,Chennai South,https://www.squareyards.com/chennai-residential-property/sri-jaishanthi-tejas/312304/project
R417989,Shreeji Elevate,Nashik,https://www.squareyards.com/projects-in-indira-nagar-nashik
R432044,Atmosphere Anandham,Chennai South,https://www.squareyards.com/rental-400-sq-yd-showroom-in-perungalathur/8113716
R415490,FK Meadows Square,Chennai South,https://www.squareyards.com/chennai-residential-property/sristi-sr-haven/324846/project
R428422,Serenity Shores,South Goa,https://www.squareyards.com/ready-to-move-projects-in-goa-south-goa
R423503,Villa Heritage,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/villa-anthem/308474/project/floor-plans
R398157,Manorath 56,Vadodara,https://www.squareyards.com/mumbai-residential-property/mittal-urna-71p/229885/project
R413095,TVH Swarnam,Coimbatore,Not Found
R227169,Doon Boulevard,Dehradun,https://www.squareyards.com/sale/resale-properties-in-supertech-doon-square-dehradun
R413450,JBs Pride,Hyderabad,https://www.squareyards.com/sale/resale-properties-in-salarpuria-necklace-pride-hyderabad
R433864,Pooja Sri Kumaran Heritage,Chennai South,https://www.squareyards.com/anjanapura-in-bangalore-overview-649
R426545,Parth Sunrise,Jaipur,https://www.squareyards.com/projects-by-parth-sarthi-group-in-jaipur
R407809,ESR Premium County,Hyderabad,https://www.squareyards.com/projects-in-dubbacherla-hyderabad
R390606,Oxina Castles,Trichy,Not Found
R422115,Vaibhavis Vihaan Shikhara,Hyderabad,https://www.squareyards.com/resale-3-bhk-pooja-room-1450-sq-ft-apartment-in-vaibhavi-vihaan-shikhara/7809871
R381526,Sapnil Residency BT Road,Kolkata North,https://www.squareyards.com/sale/apartments-for-sale-in-bt-road-kolkata
R427903,Nitara One Good Earth,Gurgaon,https://www.squareyards.com/under-construction-projects-in-jaipur
R429830,The Nest Accolade,Chennai South,https://www.squareyards.com/projects-by-the-nest-builders-in-chennai
R417625,Zuari Garden City Plots,Mysore,https://www.squareyards.com/sale/plots-for-sale-in-krs-road-mysore
R428162,Sri Harsham Maha Sri Township,Chengalpattu,Not Found
R383552,Lotus Grand,Hyderabad,https://www.squareyards.com/sale/resale-properties-in-lotus-grand-hyderabad
R385320,Glentree Pharma County,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/glentree-pharma-county/228859/project
R309295,Prakruthi Nandi Brindavan,Bangalore South,https://www.squareyards.com/bangalore-residential-property/nandi-brindavan-uttarahalli/220932/project
R406547,Nova Sangamam,Chennai South,Not Found
R409859,Nest Art,Chennai South,https://www.squareyards.com/projects-by-the-nest-builders-in-chennai
R429469,Sameera Mahalakshmi Nagar,Chennai North,https://www.squareyards.com/thirumazhisai-in-chennai-overview-14803
R379727,Gothic Pentagon Clouds,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/gothic-pentagon-clouds/111125/project
R410658,Sacred Shivansh,Ahmedabad West,https://www.squareyards.com/affordable-projects-in-near-vaishno-devi-circle-on-sg-highway-ahmedabad
R403426,Mahagun Sarovar Portico Hotel,Ghaziabad,https://www.squareyards.com/resale-3-bhk-1725-sq-ft-apartment-in-keltech-golf-vista/6397553
R32486,Signia Isles,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/sunteck-signia-isles/2963/project
R421347,BCM Panache,Indore,https://www.squareyards.com/bangalore-residential-property/bcm-panache/324015/project
R410629,Kalim Zeus,Kolkata South,https://www.squareyards.com/projects-by-kalim-group-in-kolkata
R24550,Panchsheel Wellington,Ghaziabad,https://www.squareyards.com/rent/property-for-rent-in-panchsheel-wellington-ghaziabad
R337611,Unitevision Kissan Green Paradise,Lucknow,https://www.squareyards.com/sithauli-kala-in-lucknow-overview-20105
R426929,Green Edge Signature,Bangalore East,https://www.squareyards.com/bangalore-residential-property/green-edge-signature/247217/project
R285635,Auriga 9,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/bhatia-auriga-9/309022/project/floor-plans
R435870,RK Vaishnavi Icon,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/rk-vaishnavi-icon/324310/project
R275013,PC Amansara,Bangalore North,https://www.squareyards.com/bangalore-residential-property/pc-amansara/94002/project
